"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.72804264139769,0.618533562116477,0.819984665619122,0.703703703703704,0.618330377038588,0.786666666666667,0.732142857142857,0.694444444444444,0.76984126984127
"Eligibility",0.652790079716563,NA,NA,0.533333333333333,NA,NA,0.732142857142857,NA,NA
"Recruitment",0.504823151125402,NA,NA,0.631578947368421,NA,NA,0.660714285714286,NA,NA
"Setting",0.797833935018051,NA,NA,0.842105263157895,NA,NA,0.660714285714286,NA,NA
"Organization",0.827160493827161,NA,NA,0.714285714285714,NA,NA,0.875,NA,NA
"Flex. delivery",0.724251128436602,NA,NA,0.571428571428571,NA,NA,0.75,NA,NA
"Flex. adherence",0.866877971473851,NA,NA,0.857142857142857,NA,NA,0.625,NA,NA
"Follow-up",0.629139072847682,NA,NA,0.666666666666667,NA,NA,0.892857142857143,NA,NA
"Outcome",0.764044943820225,NA,NA,0.8125,NA,NA,0.714285714285714,NA,NA
"Analysis",0.519688109161793,NA,NA,0.611111111111111,NA,NA,0.678571428571429,NA,NA
