"","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"100","deferred","1","1","0","deferred","1","1","1","1","1","deferred","1","deferred","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred"
"102","0","0","0","deferred","0","0","0","deferred","NA","deferred","deferred","0","0","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred"
"103","deferred","deferred","deferred","0","deferred","1","0","0","1","1","0","1","deferred","1","deferred","0","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","0","1","1","1","deferred"
"104","0","0","0","deferred","0","1","0","deferred","NA","deferred","deferred","1","0","1","1","0","1","1","0","deferred","0","1","0","NA","NA","deferred","NA","deferred","1","0","NA","NA","deferred","NA","1","1","1","1"
"105","deferred","deferred","deferred","0","deferred","1","0","0","NA","deferred","0","1","0","1","1","0","1","1","deferred","1","1","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","deferred","1","0"
"106","deferred","0","0","0","0","1","1","deferred","deferred","deferred","0","1","deferred","1","1","0","1","deferred","1","1","0","1","deferred","deferred","deferred","0","deferred","1","deferred","0","deferred","deferred","0","deferred","1","0","1","deferred"
"107","deferred","1","1","1","deferred","1","1","1","1","0","1","1","deferred","1","1","0","1","deferred","deferred","1","1","1","1","1","1","deferred","NA","1","1","1","1","1","deferred","NA","1","deferred","1","1"
"109","0","1","0","0","0","1","deferred","0","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","0","deferred","deferred","1","deferred","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"110","deferred","1","deferred","0","0","1","0","0","NA","0","0","1","0","1","1","0","1","1","0","1","1","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
"111","0","0","deferred","deferred","deferred","0","deferred","deferred","NA","deferred","deferred","1","deferred","deferred","0","deferred","0","deferred","deferred","deferred","deferred","0","deferred","NA","NA","deferred","NA","deferred","0","deferred","0","NA","deferred","NA","deferred","0","deferred","deferred"
"112","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","0","1","1","deferred","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","NA","1","deferred","deferred","deferred"
"113","deferred","0","deferred","0","0","deferred","1","1","NA","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","0","1","deferred","deferred","deferred","NA","NA","deferred","NA","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"115","deferred","deferred","deferred","0","0","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","0","1","deferred","0","1","1","1","1","deferred","deferred","deferred","NA","1","1","deferred","deferred","deferred","deferred","NA","deferred","0","1","0"
"116","deferred","1","1","deferred","deferred","1","1","deferred","1","deferred","deferred","deferred","0","1","1","0","1","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","0","deferred","0"
"117","deferred","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","0","1","1","1","1","deferred","1","1","0","1","deferred","deferred","1","1","1","deferred","deferred","1","deferred","1","1","1","deferred","deferred","1","deferred","1","deferred"
"118","deferred","1","deferred","deferred","0","deferred","1","1","1","1","0","1","deferred","1","1","0","1","1","deferred","1","1","1","1","1","1","1","deferred","1","1","deferred","1","1","1","deferred","1","1","1","0"
"119","deferred","1","0","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","deferred","1","1","deferred","1","deferred","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"120","0","1","deferred","0","deferred","1","1","0","0","1","deferred","deferred","0","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","0","1","deferred","deferred","NA","1","1","0","1","deferred","1","NA","1","deferred","1","deferred"
"121","1","deferred","deferred","0","deferred","1","0","0","deferred","deferred","deferred","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"122","1","1","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"123","deferred","1","1","0","0","1","0","deferred","deferred","0","deferred","1","deferred","1","1","0","1","1","deferred","1","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","1","0","deferred","deferred","deferred","NA","1","deferred","1","0"
"124","0","deferred","1","0","0","1","1","1","1","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred"
"125","deferred","0","1","0","deferred","1","1","1","1","0","deferred","deferred","deferred","1","1","0","1","1","deferred","1","1","1","deferred","deferred","1","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","0","1","1","1","deferred"
"126","deferred","deferred","0","deferred","0","1","deferred","0","1","1","1","1","deferred","1","1","0","1","1","1","1","1","deferred","0","1","1","1","deferred","1","1","0","1","1","1","1","1","deferred","1","deferred"
"127","0","0","deferred","0","0","0","deferred","deferred","NA","deferred","deferred","deferred","0","1","1","0","deferred","deferred","0","deferred","0","deferred","0","NA","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"129","deferred","deferred","deferred","0","deferred","1","1","1","1","deferred","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","1","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","1","deferred","1","deferred"
"131","deferred","1","0","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","NA","NA","deferred","NA","1","deferred","deferred","NA","NA","deferred","NA","1","deferred","1","deferred"
"132","0","0","deferred","deferred","deferred","1","0","0","NA","0","1","1","deferred","1","1","0","0","deferred","deferred","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"133","0","deferred","0","0","0","0","0","deferred","deferred","deferred","0","0","0","deferred","0","0","0","0","0","0","0","0","0","deferred","NA","deferred","NA","0","0","0","0","NA","deferred","NA","0","0","0","0"
"134","deferred","deferred","0","deferred","deferred","0","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"136","0","0","0","0","0","deferred","0","0","deferred","deferred","0","0","0","1","deferred","0","0","0","0","0","0","deferred","0","0","NA","deferred","NA","0","0","0","0","NA","deferred","NA","deferred","0","1","deferred"
"137","deferred","deferred","1","deferred","0","1","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","deferred","1","deferred","0","1","deferred","1","deferred","1","NA","deferred","NA","1","1","0","1","deferred","deferred","NA","1","deferred","1","0"
"138","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred"
"139","deferred","deferred","0","deferred","0","1","0","0","deferred","0","0","1","0","1","1","0","1","deferred","0","0","0","1","0","0","deferred","0","deferred","0","deferred","0","0","deferred","0","deferred","deferred","1","1","0"
"140","deferred","0","deferred","deferred","deferred","deferred","0","deferred","NA","0","0","1","deferred","1","1","0","1","deferred","deferred","deferred","0","deferred","0","NA","NA","deferred","NA","1","1","deferred","deferred","NA","deferred","NA","1","deferred","1","deferred"
"141","0","0","0","0","0","deferred","deferred","deferred","NA","deferred","deferred","1","0","1","deferred","0","1","1","deferred","deferred","0","deferred","0","deferred","deferred","0","deferred","deferred","0","0","deferred","deferred","deferred","deferred","deferred","deferred","deferred","0"
"142","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","deferred","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","deferred","1","deferred"
"145","deferred","deferred","0","0","0","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","NA","NA","deferred","deferred","1","1","deferred","NA","NA","deferred","NA","1","1","1","deferred"
"146","deferred","1","1","1","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","1","0","1","1","deferred","1","1","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","1","1","1","0"
"147","deferred","deferred","deferred","0","deferred","1","1","deferred","1","0","0","1","deferred","1","1","0","1","deferred","0","1","1","1","deferred","deferred","deferred","0","0","deferred","1","0","deferred","deferred","0","0","1","1","1","0"
"148","deferred","1","deferred","deferred","1","1","1","1","1","0","0","1","deferred","1","1","0","1","deferred","deferred","1","1","1","1","1","1","deferred","1","1","1","1","1","1","deferred","1","1","1","1","0"
"149","deferred","deferred","1","deferred","deferred","1","1","1","NA","deferred","deferred","1","deferred","1","deferred","0","1","0","deferred","deferred","0","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","1","0"
"151","0","0","deferred","deferred","1","1","deferred","deferred","deferred","1","deferred","1","0","1","1","deferred","1","deferred","0","1","1","1","deferred","deferred","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"154","0","0","0","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","1","1","1","1","0","1","1","0","1","deferred","deferred","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"155","1","deferred","deferred","0","deferred","deferred","1","1","deferred","deferred","0","1","deferred","1","1","1","1","deferred","deferred","1","1","1","1","1","deferred","deferred","deferred","1","1","1","1","deferred","deferred","deferred","1","1","1","1"
"156","deferred","deferred","deferred","deferred","deferred","1","0","0","NA","deferred","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","deferred","NA","NA","deferred","NA","1","1","deferred","NA","NA","deferred","NA","1","deferred","1","0"
"157","1","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","1","1","1","1","1","deferred","deferred","deferred","deferred","NA","deferred","NA","1","deferred","deferred","deferred","NA","deferred","NA","1","1","1","1"
"159","deferred","1","deferred","1","deferred","1","1","1","1","deferred","deferred","1","deferred","1","1","deferred","1","1","1","1","1","1","deferred","deferred","deferred","0","deferred","1","1","deferred","1","deferred","0","deferred","deferred","deferred","1","deferred"
"160","1","deferred","1","1","deferred","deferred","1","deferred","deferred","deferred","1","deferred","deferred","1","1","deferred","1","1","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","1","1","1","1"
"161","0","1","deferred","deferred","0","1","deferred","deferred","deferred","1","deferred","1","deferred","1","1","deferred","1","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","1","deferred","deferred","deferred","deferred","deferred","1","deferred","1","deferred"
"162","1","1","1","deferred","0","deferred","1","1","deferred","deferred","deferred","1","0","1","deferred","0","deferred","deferred","deferred","1","1","deferred","1","deferred","NA","deferred","deferred","deferred","deferred","1","deferred","NA","deferred","NA","deferred","deferred","1","deferred"
"163","0","0","0","0","0","0","0","deferred","NA","deferred","0","deferred","0","deferred","deferred","0","0","0","0","deferred","0","0","0","deferred","NA","deferred","NA","0","0","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"164","0","0","deferred","0","0","1","0","0","1","1","0","1","deferred","1","1","deferred","1","deferred","1","1","1","1","deferred","deferred","1","1","deferred","1","1","deferred","1","1","1","deferred","1","deferred","1","deferred"
"165","deferred","0","deferred","0","deferred","1","0","0","NA","0","deferred","1","deferred","deferred","1","0","1","deferred","deferred","1","0","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","1"
"166","deferred","1","1","deferred","deferred","1","1","1","1","1","deferred","1","deferred","1","deferred","deferred","1","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred"
"167","deferred","deferred","1","0","0","1","deferred","deferred","1","0","deferred","1","deferred","1","1","0","1","deferred","0","1","0","1","0","1","1","0","deferred","deferred","1","0","1","1","0","deferred","1","deferred","1","1"
"168","deferred","deferred","0","0","deferred","deferred","0","0","NA","deferred","deferred","1","0","1","deferred","0","deferred","deferred","0","deferred","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","0","deferred","NA","deferred","NA","deferred","deferred","1","0"
"170","deferred","0","deferred","deferred","0","deferred","0","0","NA","deferred","deferred","deferred","0","1","deferred","0","1","deferred","0","deferred","0","deferred","0","deferred","NA","deferred","NA","0","deferred","0","deferred","NA","deferred","NA","deferred","0","deferred","0"
"171","deferred","deferred","1","0","deferred","1","0","0","1","0","0","1","0","1","1","0","1","deferred","0","deferred","deferred","deferred","0","deferred","1","0","deferred","deferred","1","0","1","1","0","deferred","deferred","deferred","1","0"
"61","deferred","deferred","1","deferred","deferred","1","deferred","0","NA","deferred","deferred","1","deferred","1","1","0","1","1","deferred","1","0","1","0","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","1"
"62","0","0","deferred","0","0","deferred","0","deferred","NA","deferred","0","1","deferred","1","deferred","0","1","deferred","0","1","1","1","0","0","NA","deferred","NA","deferred","1","0","0","NA","deferred","NA","deferred","1","1","deferred"
"63","deferred","0","0","deferred","deferred","1","0","0","deferred","deferred","deferred","1","0","1","deferred","deferred","1","deferred","deferred","1","deferred","1","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","1","1","1","deferred"
"64","1","1","deferred","0","deferred","1","1","1","1","0","1","deferred","deferred","1","1","1","1","1","0","1","1","1","1","1","1","deferred","deferred","1","1","deferred","1","1","0","deferred","1","1","1","1"
"65","deferred","1","1","deferred","deferred","1","1","1","1","deferred","0","1","deferred","1","1","deferred","1","1","deferred","1","deferred","1","deferred","1","1","1","1","1","1","deferred","1","1","deferred","1","1","1","1","deferred"
"66","deferred","0","deferred","0","0","1","0","0","deferred","deferred","0","deferred","deferred","1","deferred","0","1","1","0","0","0","1","0","deferred","NA","deferred","NA","deferred","1","0","1","NA","deferred","NA","1","0","1","0"
"67","0","deferred","1","0","0","1","0","deferred","deferred","deferred","deferred","1","0","1","0","0","1","1","0","deferred","0","1","0","0","NA","deferred","NA","deferred","1","0","deferred","NA","deferred","NA","1","0","1","0"
"68","deferred","1","0","0","0","deferred","1","deferred","deferred","1","0","1","deferred","1","deferred","deferred","1","deferred","deferred","1","1","1","1","deferred","deferred","deferred","deferred","1","deferred","deferred","deferred","deferred","deferred","deferred","1","1","1","0"
"69","deferred","deferred","0","deferred","deferred","1","0","deferred","deferred","deferred","deferred","deferred","deferred","1","deferred","0","1","deferred","0","deferred","deferred","1","deferred","deferred","NA","deferred","NA","deferred","1","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"70","deferred","0","1","deferred","0","1","1","deferred","deferred","0","1","1","deferred","1","1","deferred","1","deferred","deferred","1","deferred","1","deferred","1","1","deferred","1","deferred","1","deferred","1","1","deferred","deferred","deferred","deferred","1","deferred"
"71","deferred","1","1","0","0","1","deferred","deferred","deferred","0","deferred","1","deferred","1","1","0","1","deferred","1","1","1","1","1","1","deferred","deferred","NA","1","1","deferred","1","deferred","deferred","NA","1","1","1","0"
"72","0","deferred","deferred","deferred","0","deferred","0","deferred","deferred","0","0","1","deferred","1","1","0","1","deferred","deferred","deferred","deferred","deferred","0","1","deferred","deferred","NA","deferred","1","deferred","deferred","deferred","deferred","NA","1","deferred","1","deferred"
"73","deferred","deferred","deferred","0","deferred","deferred","deferred","deferred","NA","deferred","0","1","deferred","1","1","deferred","1","1","deferred","1","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred","NA","deferred","NA","deferred","deferred","deferred","deferred"
"75","deferred","deferred","1","0","deferred","1","deferred","deferred","NA","deferred","0","1","deferred","1","1","0","1","deferred","deferred","1","1","deferred","deferred","deferred","NA","deferred","NA","1","1","0","deferred","NA","deferred","NA","1","1","1","0"
