"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.658763413387839,0.529355599671126,0.78290141779609,0.697841726618705,0.613802760548229,0.788268792131286,0.708595387840671,0.664570230607966,0.752620545073375
"Eligibility",0.382124352331606,NA,NA,0.625,NA,NA,0.69811320754717,NA,NA
"Recruitment",0.694622279129321,NA,NA,0.769230769230769,NA,NA,0.754716981132076,NA,NA
"Setting",0.295420974889217,NA,NA,0.5,NA,NA,0.735849056603774,NA,NA
"Organization",0.673127753303965,NA,NA,0.666666666666667,NA,NA,0.773584905660377,NA,NA
"Flex. delivery",0.607407407407407,NA,NA,0.7,NA,NA,0.811320754716981,NA,NA
"Flex. adherence",0.489894128970164,NA,NA,0.736842105263158,NA,NA,0.641509433962264,NA,NA
"Follow-up",0.594904458598726,NA,NA,0.6,NA,NA,0.716981132075472,NA,NA
"Outcome",0.628504672897196,NA,NA,0.884615384615385,NA,NA,0.509433962264151,NA,NA
"Analysis",0.745650869826035,NA,NA,0.642857142857143,NA,NA,0.735849056603774,NA,NA
