"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.726813682138476,0.641395150147289,0.813247171102732,0.752577319587629,0.690726411447199,0.819146362201539,0.807539682539683,0.771825396825397,0.847171815335703
"Eligibility",0.188405797101449,NA,NA,0.5,NA,NA,0.821428571428571,NA,NA
"Recruitment",0.724137931034483,NA,NA,0.833333333333333,NA,NA,0.892857142857143,NA,NA
"Setting",0.404255319148936,NA,NA,0.666666666666667,NA,NA,0.785714285714286,NA,NA
"Organization",0.258278145695364,NA,NA,0.714285714285714,NA,NA,0.875,NA,NA
"Flex. delivery",0.700534759358289,NA,NA,0.833333333333333,NA,NA,0.892857142857143,NA,NA
"Flex. adherence",0.75,NA,NA,0.875,NA,NA,0.714285714285714,NA,NA
"Follow-up",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Outcome",0.721046077210461,NA,NA,0.909090909090909,NA,NA,0.607142857142857,NA,NA
"Analysis",0.662962962962963,NA,NA,0.533333333333333,NA,NA,0.732142857142857,NA,NA
