"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.64486357615894,0.547809005492411,0.726866270689662,0.633540372670807,0.568767642410282,0.690894190574308,0.680555555555556,0.642907549743662,0.714285714285714
"Eligibility",0.613259668508287,NA,NA,0.583333333333333,NA,NA,0.785714285714286,NA,NA
"Recruitment",0.936170212765957,NA,NA,0.85,NA,NA,0.642857142857143,NA,NA
"Setting",0.329842931937173,NA,NA,0.565217391304348,NA,NA,0.589285714285714,NA,NA
"Organization",0.348837209302326,NA,NA,0.454545454545455,NA,NA,0.803571428571429,NA,NA
"Flex. delivery",0.380281690140845,NA,NA,0.375,NA,NA,0.857142857142857,NA,NA
"Flex. adherence",0.667796610169492,NA,NA,0.8,NA,NA,0.464285714285714,NA,NA
"Follow-up",0.612724757952974,NA,NA,0.5625,NA,NA,0.714285714285714,NA,NA
"Outcome",0.320786281890422,NA,NA,0.608695652173913,NA,NA,0.589285714285714,NA,NA
"Analysis",0.521367521367521,NA,NA,0.555555555555556,NA,NA,0.678571428571429,NA,NA
