"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.171541296662401,0.0886157603360799,0.257212846472576,0.357142857142857,0.311507936507937,0.402777777777778,0,0,0
"Eligibility",0.051948051948052,NA,NA,0.375,NA,NA,0,NA,NA
"Recruitment",0.262048192771084,NA,NA,0.357142857142857,NA,NA,0,NA,NA
"Setting",0.122789287518949,NA,NA,0.321428571428571,NA,NA,0,NA,NA
"Organization",0.0619647355163727,NA,NA,0.232142857142857,NA,NA,0,NA,NA
"Flex. delivery",0.123640399556049,NA,NA,0.285714285714286,NA,NA,0,NA,NA
"Flex. adherence",0.228198560800097,NA,NA,0.428571428571429,NA,NA,0,NA,NA
"Follow-up",-0.0589670597803984,NA,NA,0.339285714285714,NA,NA,0,NA,NA
"Outcome",-0.0506329113924051,NA,NA,0.535714285714286,NA,NA,0,NA,NA
"Analysis",0.129568913175471,NA,NA,0.339285714285714,NA,NA,0,NA,NA
