"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.321059721598563,0.0438391058294836,0.573174795742299,0.745283018867924,0.649695587635245,0.830348069617569,0.78968253968254,0.740079365079365,0.837301587301587
"Eligibility",0,NA,NA,0.714285714285714,NA,NA,0.875,NA,NA
"Recruitment",-0.566433566433566,NA,NA,0.545454545454545,NA,NA,0.803571428571429,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.732142857142857,NA,NA
"Organization",0.253333333333333,NA,NA,0.8,NA,NA,0.910714285714286,NA,NA
"Flex. delivery",0.490909090909091,NA,NA,0.8,NA,NA,0.910714285714286,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.928571428571429,NA,NA
"Follow-up",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Outcome",0.359477124183007,NA,NA,0.794117647058823,NA,NA,0.392857142857143,NA,NA
"Analysis",0.27614571092832,NA,NA,0.521739130434783,NA,NA,0.589285714285714,NA,NA
