"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.283850612007429,0.0703856378182143,0.500458488479883,0.5,0.422420566584822,0.588222185205983,0.78968253968254,0.740079365079365,0.837301587301587
"Eligibility",0.0697674418604651,NA,NA,0.285714285714286,NA,NA,0.875,NA,NA
"Recruitment",-0.297682709447415,NA,NA,0.454545454545455,NA,NA,0.803571428571429,NA,NA
"Setting",0.286624203821656,NA,NA,0.6,NA,NA,0.732142857142857,NA,NA
"Organization",0.156626506024096,NA,NA,0.6,NA,NA,0.910714285714286,NA,NA
"Flex. delivery",0.400428265524625,NA,NA,0.6,NA,NA,0.910714285714286,NA,NA
"Flex. adherence",0.8,NA,NA,0.5,NA,NA,0.928571428571429,NA,NA
"Follow-up",-0.555555555555556,NA,NA,0,NA,NA,0.964285714285714,NA,NA
"Outcome",0.37629276054097,NA,NA,0.705882352941177,NA,NA,0.392857142857143,NA,NA
"Analysis",0.094949494949495,NA,NA,0.217391304347826,NA,NA,0.589285714285714,NA,NA
