"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.662186218477705,0.520607872650493,0.784938189407609,0.731543624161074,0.658686214169892,0.804333844209793,0.704365079365079,0.656746031746032,0.751984126984127
"Eligibility",0.748314606741573,NA,NA,0.777777777777778,NA,NA,0.678571428571429,NA,NA
"Recruitment",0.636,NA,NA,0.75,NA,NA,0.714285714285714,NA,NA
"Setting",0.433070866141732,NA,NA,0.714285714285714,NA,NA,0.625,NA,NA
"Organization",0.656742556917688,NA,NA,0.75,NA,NA,0.714285714285714,NA,NA
"Flex. delivery",0.686650679456435,NA,NA,0.6,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.587407903549899,NA,NA,0.545454545454545,NA,NA,0.803571428571429,NA,NA
"Follow-up",0.00554938956714768,NA,NA,0.6875,NA,NA,0.714285714285714,NA,NA
"Outcome",0.585185185185185,NA,NA,0.821428571428571,NA,NA,0.5,NA,NA
"Analysis",0.726829268292683,NA,NA,0.769230769230769,NA,NA,0.767857142857143,NA,NA
