"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.784477228992944,0.56137162672584,0.947686769149502,0.86,0.738095238095238,0.956497193168304,0.900793650793651,0.875,0.926587301587302
"Eligibility",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Recruitment",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Setting",0.397849462365591,NA,NA,0.666666666666667,NA,NA,0.946428571428571,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.875,NA,NA
"Follow-up",0.222222222222222,NA,NA,0.5,NA,NA,0.964285714285714,NA,NA
"Outcome",0.677000720980534,NA,NA,0.894736842105263,NA,NA,0.660714285714286,NA,NA
"Analysis",0.485057471264368,NA,NA,0.666666666666667,NA,NA,0.839285714285714,NA,NA
