"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.37204086718166,0.216238669866922,0.52437056900308,0.526785714285714,0.434345537760458,0.622036431125429,0.777777777777778,0.734126984126984,0.821428571428571
"Eligibility",0.493975903614458,NA,NA,0.4,NA,NA,0.821428571428571,NA,NA
"Recruitment",0.105651105651105,NA,NA,0.428571428571429,NA,NA,0.875,NA,NA
"Setting",0.167449139280125,NA,NA,0.375,NA,NA,0.857142857142857,NA,NA
"Organization",0.282051282051282,NA,NA,0.555555555555556,NA,NA,0.839285714285714,NA,NA
"Flex. delivery",0.370786516853932,NA,NA,0.5,NA,NA,0.892857142857143,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.785714285714286,NA,NA
"Follow-up",-0.0447761194029852,NA,NA,0.2,NA,NA,0.821428571428571,NA,NA
"Outcome",0.126705653021443,NA,NA,0.714285714285714,NA,NA,0.5,NA,NA
"Analysis",0.231372549019608,NA,NA,0.318181818181818,NA,NA,0.607142857142857,NA,NA
