"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.94919946917278,0.930994791453776,0.9659721311668,0.971246006389776,0.961312837741438,0.980462155780305,0.396219135802469,0.363821529734107,0.428616741870831
"P1",1,NA,NA,1,NA,NA,0.145833333333333,NA,NA
"P2",1,NA,NA,1,NA,NA,0.697916666666667,NA,NA
"P3",1,NA,NA,1,NA,NA,0.104166666666667,NA,NA
"P4",1,NA,NA,1,NA,NA,0.1875,NA,NA
"P5",1,NA,NA,1,NA,NA,0.270833333333333,NA,NA
"P6",0.813229571984436,NA,NA,0.962962962962963,NA,NA,0.15625,NA,NA
"P7",0.917383820998279,NA,NA,0.952380952380952,NA,NA,0.5625,NA,NA
"P8",0.912806539509537,NA,NA,0.96,NA,NA,0.479166666666667,NA,NA
"P9",0.765281173594132,NA,NA,0.971428571428571,NA,NA,0.270833333333333,NA,NA
"P10",0.852364475201845,NA,NA,0.932203389830508,NA,NA,0.385416666666667,NA,NA
"P11",1,NA,NA,1,NA,NA,0.34375,NA,NA
"P12",1,NA,NA,1,NA,NA,0.427083333333333,NA,NA
"P13",0.860869565217391,NA,NA,0.926829268292683,NA,NA,0.572916666666667,NA,NA
"P14",0.971171171171171,NA,NA,0.984615384615385,NA,NA,0.322916666666667,NA,NA
"P15",0.737525632262474,NA,NA,0.80952380952381,NA,NA,0.78125,NA,NA
"P16",0.657387580299786,NA,NA,0.910714285714286,NA,NA,0.416666666666667,NA,NA
"P17",0.918918918918919,NA,NA,0.96969696969697,NA,NA,0.3125,NA,NA
"P18",0.950361944157187,NA,NA,0.986301369863014,NA,NA,0.239583333333333,NA,NA
"P19",1,NA,NA,1,NA,NA,0.5,NA,NA
"P20",0.836827195467422,NA,NA,0.914285714285714,NA,NA,0.635416666666667,NA,NA
"P21",1,NA,NA,1,NA,NA,0.40625,NA,NA
"P22",0.772691397000789,NA,NA,0.833333333333333,NA,NA,0.8125,NA,NA
"P23",0.76441717791411,NA,NA,0.934426229508197,NA,NA,0.364583333333333,NA,NA
"P24",0.770609318996416,NA,NA,0.939393939393939,NA,NA,0.3125,NA,NA
"P25",1,NA,NA,1,NA,NA,0.427083333333333,NA,NA
"P26",0.762962962962963,NA,NA,0.986666666666667,NA,NA,0.21875,NA,NA
"P27",0.953443258971872,NA,NA,0.984126984126984,NA,NA,0.34375,NA,NA
