publication_id,tool,quote,best_match_source,best_match,similarity
1528,PRECIS-2,"The groups were delivered by two Band 5 assistant psychologists, who were supervised by a Band 8a clinical psychologist, experienced in working with people with multiple sclerosis.",fulltext,"The groups were delivered by two Band 5 assistant psychologists, who were supervised by a Band 8a clinical psychologist, experienced in working with people with multiple sclerosis.",100.0
1528,PRECIS-2,"Of the 311 patients identified, 221 (71%) met the criteria for having low mood. Of these, 72 were randomly allocated to receive treatment and 79 to usual care.",fulltext,"Of the 311 patients identified, 221 (71%) met the criteria for having low mood. Of these, 72 were randomly allocated to receive treatment and 79 to usual care.",100.0
1528,PRECIS-2,"Four and eight months after random allocation, participants were sent a booklet of outcome questionnaires to complete and return by post. This booklet included the measures administered at baseline, the General Health Questionnaire 12 and Hospital Anxiety and Depression Scale, and in addition the BDI-II,6 a measure of the severity of depression.",fulltext,"Four and eight months after random allocation, participants were sent a booklet of outcome questionnaires to complete and return by post. This booklet included the measures administered at baseline, the General Health Questionnaire 12 and Hospital Anxiety and Depression Scale, and in addition the BDI-II, 6 a measure of the severity of depression.",100.0
1528,PRECIS-2,If participants failed to return outcome questionnaires they were telephoned once to remind them.,fulltext,If participants failed to return outcome questionnaires they were telephoned once to remind them.,100.0
1528,PRECIS-2,"Participants randomly allocated to the adjustment group received six group treatment sessions. The control group received usual care, which did not include psychological interventions.",fulltext,"Participants randomly allocated to the adjustment group received six group treatment sessions. The control group received usual care, which did not include psychological interventions.",100.0
1528,PRECIS-2,"Four and eight months after random allocation, participants were sent a booklet of outcome questionnaires to complete and return by post.",fulltext,"Four and eight months after random allocation, participants were sent a booklet of outcome questionnaires to complete and return by post.",100.0
1528,PRECIS-2,"The intervention was targeted at mood, and the EQ-5D assesses other aspects of quality of life that would not be affected by the intervention.",fulltext,"the intervention was targeted at mood, and the EQ-5D assesses other aspects of quality of life that would not be affected by the intervention.",100.0
1528,PRECIS-2,"People with multiple sclerosis were screened on the General Health Questionnaire 12 and Hospital Anxiety and Depression Scale, and those with low mood were recruited.",fulltext,"People with multiple sclerosis were screened on the General Health Questionnaire 12 and Hospital Anxiety and Depression Scale, and those with low mood were recruited.",100.0
1528,PRECIS-2,"The EQ-5D5 was included as a generic quality of life measure. To ascertain costs, a questionnaire was used to assess the use of NHS services and prescribed medication in the previous three months.",fulltext,"The EQ-5D 9 was included as a generic quality of life measure. To ascertain costs, a questionnaire was used to assess the use of NHS services and prescribed medication in the previous three months.",99.48979591836735
1528,PRECIS-2,"The details of this study have been published elsewhere.3 However, in summary, participants were included who scored >2 on the General Health Questionnaire 12,7 a measure of psychological distress, or >7 on the anxiety and depression subscales",fulltext,"The details of this study have been published elsewhere. 3 However, in summary, participants were included who scored >2 on the General Health Questionnaire 12, 7 a measure of psychological distress, or >7 on the anxiety and depression subscales",100.0
