"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.797914995990377,0.581470180507132,0.963918580252114,0.9,0.785714285714286,0.981809627922288,0.900793650793651,0.875,0.926587301587302
"Eligibility",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Recruitment",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.875,NA,NA
"Follow-up",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Outcome",0.672514619883041,NA,NA,0.894736842105263,NA,NA,0.660714285714286,NA,NA
"Analysis",0.518624641833811,NA,NA,0.666666666666667,NA,NA,0.839285714285714,NA,NA
