"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.397020996590297,-0.00876951244692682,0.758967657382396,0.578947368421053,0.357142857142857,0.769230769230769,0.962301587301587,0.942460317460317,0.978174603174603
"Eligibility",-0.513513513513514,NA,NA,0,NA,NA,0.964285714285714,NA,NA
"Recruitment",NA,NA,NA,NA,NA,NA,1,NA,NA
"Setting",NA,NA,NA,NA,NA,NA,1,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Flex. adherence",NA,NA,NA,NA,NA,NA,1,NA,NA
"Follow-up",NA,NA,NA,NA,NA,NA,1,NA,NA
"Outcome",0.659056316590563,NA,NA,0.888888888888889,NA,NA,0.839285714285714,NA,NA
"Analysis",0.0320987654320988,NA,NA,0.166666666666667,NA,NA,0.892857142857143,NA,NA
