"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.751641375711987,0.657727943770077,0.830298472835978,0.724409448818898,0.647071072840311,0.8046875,0.748015873015873,0.720238095238095,0.777777777777778
"Eligibility",0.756874095513748,NA,NA,0.769230769230769,NA,NA,0.767857142857143,NA,NA
"Recruitment",0.749253731343284,NA,NA,0.8,NA,NA,0.732142857142857,NA,NA
"Setting",0.345911949685535,NA,NA,0.681818181818182,NA,NA,0.607142857142857,NA,NA
"Organization",-0.0120481927710843,NA,NA,0.25,NA,NA,0.928571428571429,NA,NA
"Flex. delivery",0.614384085692425,NA,NA,0.333333333333333,NA,NA,0.839285714285714,NA,NA
"Flex. adherence",0.937196261682243,NA,NA,0.863636363636364,NA,NA,0.607142857142857,NA,NA
"Follow-up",0.740340030911901,NA,NA,0.75,NA,NA,0.785714285714286,NA,NA
"Outcome",0.548387096774194,NA,NA,0.75,NA,NA,0.785714285714286,NA,NA
"Analysis",0.694758909853249,NA,NA,0.777777777777778,NA,NA,0.678571428571429,NA,NA
