"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.242133106370705,0.186646612747249,0.298091355600477,0.550322061191626,0.517310789049919,0.582517952870046,0,0,0
"P1",0.427046263345196,NA,NA,0.923913043478261,NA,NA,0,NA,NA
"P2",0.0261020881670534,NA,NA,0.206521739130435,NA,NA,0,NA,NA
"P3",-0.0222222222222224,NA,NA,0.945652173913043,NA,NA,0,NA,NA
"P4",-0.0227904391328515,NA,NA,0.782608695652174,NA,NA,0,NA,NA
"P5",0.14963376351587,NA,NA,0.423913043478261,NA,NA,0,NA,NA
"P6",0.141233766233766,NA,NA,0.75,NA,NA,0,NA,NA
"P7",0.00725581395348829,NA,NA,0.369565217391304,NA,NA,0,NA,NA
"P8",0.144186046511628,NA,NA,0.5,NA,NA,0,NA,NA
"P9",0.10945644080417,NA,NA,0.717391304347826,NA,NA,0,NA,NA
"P10",0.0893092828860538,NA,NA,0.510869565217391,NA,NA,0,NA,NA
"P11",0.0707070707070706,NA,NA,0.521739130434783,NA,NA,0,NA,NA
"P12",0.101913315111285,NA,NA,0.456521739130435,NA,NA,0,NA,NA
"P13",0.0956052428681571,NA,NA,0.445652173913043,NA,NA,0,NA,NA
"P14",0.168788501026694,NA,NA,0.521739130434783,NA,NA,0,NA,NA
"P15",0.0414817673162262,NA,NA,0.41304347826087,NA,NA,0,NA,NA
"P16",0.0467587672688629,NA,NA,0.576086956521739,NA,NA,0,NA,NA
"P17",0.25418410041841,NA,NA,0.66304347826087,NA,NA,0,NA,NA
"P18",0.139668174962293,NA,NA,0.66304347826087,NA,NA,0,NA,NA
"P19",0.10584908994522,NA,NA,0.402173913043478,NA,NA,0,NA,NA
"P20",0.00238926667891937,NA,NA,0.358695652173913,NA,NA,0,NA,NA
"P21",0.0608333333333332,NA,NA,0.467391304347826,NA,NA,0,NA,NA
"P22",0.0334630350194552,NA,NA,0.41304347826087,NA,NA,0,NA,NA
"P23",0.0436105476673427,NA,NA,0.554347826086957,NA,NA,0,NA,NA
"P24",-0.00167504187604695,NA,NA,0.576086956521739,NA,NA,0,NA,NA
"P25",0.093013287612516,NA,NA,0.5,NA,NA,0,NA,NA
"P26",0.101867572156197,NA,NA,0.75,NA,NA,0,NA,NA
"P27",0.156570195937444,NA,NA,0.445652173913043,NA,NA,0,NA,NA
