"","cohen_kappa_w","agreement","deferring_fraction"
"combined",0.403146543844527,0.634726469588855,0
"P1",0.156491831470335,0.917431192660551,0
"P2",-0.0256256256256253,0.137614678899083,0
"P3",0,0.981651376146789,0
"P4",-0.0851769911504425,0.834862385321101,0
"P5",0.0683760683760684,0.788990825688073,0
"P6",0.178767123287671,0.798165137614679,0
"P7",-0.0139534883720931,0.376146788990826,0
"P8",0.0605171465248489,0.568807339449541,0
"P9",0.13111599780099,0.73394495412844,0
"P10",0.259407665505227,0.642201834862385,0
"P11",0.0353982300884956,0.477064220183486,0
"P12",0.147303595206392,0.568807339449541,0
"P13",0.211500735654733,0.458715596330275,0
"P14",-0.0196606944664659,0.458715596330275,0
"P15",-0.0215557638238051,0.44954128440367,0
"P16",-0.035195530726257,0.844036697247706,0
"P17",0.171358126155743,0.660550458715596,0
"P18",0.32792875085636,0.752293577981651,0
"P19",0.191757199517158,0.605504587155963,0
"P20",0.127639023044018,0.467889908256881,0
"P21",-0.0203077899412978,0.458715596330275,0
"P22",-0.0223156532988356,0.467889908256881,0
"P23",-0.0352781546811398,0.807339449541284,0
"P24",-0.0257214554579672,0.724770642201835,0
"P25",0.101339745791824,0.559633027522936,0
"P26",-0.0148975791433892,0.954128440366973,0
"P27",0.111598746081505,0.642201834862385,0
