"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.21052813551071,0.155407539703915,0.265807282041073,0.498594189315839,0.454545454545455,0.540744700027361,0,0,0
"A1",0.0368398330695063,NA,NA,0.288659793814433,NA,NA,0,NA,NA
"A2",0.228516003879728,NA,NA,0.577319587628866,NA,NA,0,NA,NA
"A3",0.142417835863925,NA,NA,0.525773195876289,NA,NA,0,NA,NA
"A4",0.0876312901708732,NA,NA,0.381443298969072,NA,NA,0,NA,NA
"A5",-0.0759098786828423,NA,NA,0.34020618556701,NA,NA,0,NA,NA
"A6",0.197019867549669,NA,NA,0.793814432989691,NA,NA,0,NA,NA
"A7",0.287189672293943,NA,NA,0.618556701030928,NA,NA,0,NA,NA
"A8",0.235780169100692,NA,NA,0.577319587628866,NA,NA,0,NA,NA
"A9",0.276928811032427,NA,NA,0.587628865979381,NA,NA,0,NA,NA
"A10",0.18355454839754,NA,NA,0.463917525773196,NA,NA,0,NA,NA
"A11",0.0397502284495886,NA,NA,0.329896907216495,NA,NA,0,NA,NA
