"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.229942317776612,0.159896941197823,0.30357167509897,0.516914749661705,0.466223208768645,0.566403182761349,0.24514811031665,0.200204290091931,0.290065980520117
"A1",0.0517503805175035,NA,NA,0.291139240506329,NA,NA,0.112359550561798,NA,NA
"A2",0.230478249121859,NA,NA,0.58974358974359,NA,NA,0.123595505617978,NA,NA
"A3",0.197025115825408,NA,NA,0.55421686746988,NA,NA,0.0674157303370786,NA,NA
"A4",0.171412924424973,NA,NA,0.46875,NA,NA,0.280898876404494,NA,NA
"A5",-0.0783707141015726,NA,NA,0.318840579710145,NA,NA,0.224719101123595,NA,NA
"A6",0.32319391634981,NA,NA,0.861111111111111,NA,NA,0.191011235955056,NA,NA
"A7",0.338781575037147,NA,NA,0.666666666666667,NA,NA,0.325842696629214,NA,NA
"A8",0.158239359767188,NA,NA,0.573770491803279,NA,NA,0.314606741573034,NA,NA
"A9",0.262342342342342,NA,NA,0.589285714285714,NA,NA,0.370786516853933,NA,NA
"A10",0.0761245674740485,NA,NA,0.4,NA,NA,0.325842696629214,NA,NA
"A11",0.0721112076455255,NA,NA,0.368421052631579,NA,NA,0.359550561797753,NA,NA
