"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.991454155186775,0.970688197657895,1,0.995024875621891,0.982582486331592,1,0.811621368322399,0.791002811621368,0.831278908087343
"A1",1,NA,NA,1,NA,NA,0.958762886597938,NA,NA
"A2",1,NA,NA,1,NA,NA,0.783505154639175,NA,NA
"A3",0.942806603773585,NA,NA,0.96875,NA,NA,0.670103092783505,NA,NA
"A4",1,NA,NA,1,NA,NA,0.752577319587629,NA,NA
"A5",1,NA,NA,1,NA,NA,0.876288659793814,NA,NA
"A6",1,NA,NA,1,NA,NA,0.505154639175258,NA,NA
"A7",1,NA,NA,1,NA,NA,0.65979381443299,NA,NA
"A8",NA,NA,NA,NA,NA,NA,1,NA,NA
"A9",1,NA,NA,1,NA,NA,0.77319587628866,NA,NA
"A10",NA,NA,NA,NA,NA,NA,1,NA,NA
"A11",1,NA,NA,1,NA,NA,0.948453608247423,NA,NA
