"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.974268256617892,0.952391586197688,0.991462711892588,0.98589562764457,0.973728071335749,0.995403262148759,0.729285987017946,0.704085528827797,0.755240395161968
"P1",1,NA,NA,1,NA,NA,0.22680412371134,NA,NA
"P2",1,NA,NA,1,NA,NA,0.948453608247423,NA,NA
"P3",1,NA,NA,1,NA,NA,0.0721649484536082,NA,NA
"P4",1,NA,NA,1,NA,NA,0.824742268041237,NA,NA
"P5",1,NA,NA,1,NA,NA,0.463917525773196,NA,NA
"P6",0.760493827160494,NA,NA,0.962962962962963,NA,NA,0.443298969072165,NA,NA
"P7",0.866114561766736,NA,NA,0.91304347826087,NA,NA,0.762886597938144,NA,NA
"P8",0.891861761426979,NA,NA,0.956521739130435,NA,NA,0.762886597938144,NA,NA
"P9",1,NA,NA,1,NA,NA,0.649484536082474,NA,NA
"P10",1,NA,NA,1,NA,NA,0.793814432989691,NA,NA
"P11",1,NA,NA,1,NA,NA,0.865979381443299,NA,NA
"P12",1,NA,NA,1,NA,NA,0.896907216494845,NA,NA
"P13",0.835034013605442,NA,NA,0.916666666666667,NA,NA,0.876288659793814,NA,NA
"P14",1,NA,NA,1,NA,NA,0.793814432989691,NA,NA
"P15",NA,NA,NA,NA,NA,NA,1,NA,NA
"P16",1,NA,NA,1,NA,NA,0.896907216494845,NA,NA
"P17",1,NA,NA,1,NA,NA,0.865979381443299,NA,NA
"P18",1,NA,NA,1,NA,NA,0.804123711340206,NA,NA
"P19",1,NA,NA,1,NA,NA,0.969072164948454,NA,NA
"P20",1,NA,NA,1,NA,NA,0.927835051546392,NA,NA
"P21",1,NA,NA,1,NA,NA,0.680412371134021,NA,NA
"P22",NA,NA,NA,NA,NA,NA,1,NA,NA
"P23",1,NA,NA,1,NA,NA,0.88659793814433,NA,NA
"P24",0.667048054919908,NA,NA,0.934782608695652,NA,NA,0.525773195876289,NA,NA
"P25",1,NA,NA,1,NA,NA,0.721649484536082,NA,NA
"P26",0.494791666666667,NA,NA,0.984375,NA,NA,0.34020618556701,NA,NA
"P27",1,NA,NA,1,NA,NA,0.690721649484536,NA,NA
