"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.635793673411228,0.542302113757795,0.725600475402331,0.681318681318681,0.619332532104057,0.739637773963325,0.638888888888889,0.58531746031746,0.686507936507937
"Eligibility",0.527647610121837,NA,NA,0.684210526315789,NA,NA,0.660714285714286,NA,NA
"Recruitment",0.641791044776119,NA,NA,0.727272727272727,NA,NA,0.607142857142857,NA,NA
"Setting",0.28281750266809,NA,NA,0.55,NA,NA,0.642857142857143,NA,NA
"Organization",0.293084522502744,NA,NA,0.5,NA,NA,0.714285714285714,NA,NA
"Flex. delivery",0.643992371265099,NA,NA,0.692307692307692,NA,NA,0.767857142857143,NA,NA
"Flex. adherence",0.615057283142389,NA,NA,0.76,NA,NA,0.553571428571429,NA,NA
"Follow-up",0.76,NA,NA,0.785714285714286,NA,NA,0.75,NA,NA
"Outcome",0.653786707882535,NA,NA,0.88,NA,NA,0.553571428571429,NA,NA
"Analysis",0.540096618357488,NA,NA,0.535714285714286,NA,NA,0.5,NA,NA
