"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.856293657061348,0.817266515783036,0.89450484782709,0.915057915057915,0.890852284493073,0.937950792750972,0.514526710402999,0.469540768509841,0.55855163536007
"A1",0.80880420499343,NA,NA,0.9,NA,NA,0.690721649484536,NA,NA
"A2",0.741419526824392,NA,NA,0.864406779661017,NA,NA,0.391752577319588,NA,NA
"A3",0.865152919369787,NA,NA,0.928571428571429,NA,NA,0.56701030927835,NA,NA
"A4",0.818011257035647,NA,NA,0.921052631578947,NA,NA,0.608247422680412,NA,NA
"A5",1,NA,NA,1,NA,NA,0.690721649484536,NA,NA
"A6",0.832034632034632,NA,NA,0.973684210526316,NA,NA,0.216494845360825,NA,NA
"A7",0.897318278052223,NA,NA,0.949152542372881,NA,NA,0.391752577319588,NA,NA
"A8",0.962778204144282,NA,NA,0.981481481481482,NA,NA,0.443298969072165,NA,NA
"A9",0.901289009497965,NA,NA,0.949152542372881,NA,NA,0.391752577319588,NA,NA
"A10",0.420590302178496,NA,NA,0.585365853658537,NA,NA,0.577319587628866,NA,NA
"A11",0.464088397790055,NA,NA,0.966666666666667,NA,NA,0.690721649484536,NA,NA
