"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.953508030431107,0.927726432472795,0.974888553656934,0.973262032085562,0.958409433223943,0.985713636466374,0.544642857142857,0.51950114047955,0.570596262117853
"A1",0.807560137457045,NA,NA,0.857142857142857,NA,NA,0.8125,NA,NA
"A2",0.90224032586558,NA,NA,0.950819672131147,NA,NA,0.455357142857143,NA,NA
"A3",0.861728395061728,NA,NA,0.925,NA,NA,0.642857142857143,NA,NA
"A4",0.94331983805668,NA,NA,0.987012987012987,NA,NA,0.3125,NA,NA
"A5",1,NA,NA,1,NA,NA,0.517857142857143,NA,NA
"A6",0.927367055771725,NA,NA,0.989010989010989,NA,NA,0.1875,NA,NA
"A7",0.972290945076695,NA,NA,0.985294117647059,NA,NA,0.392857142857143,NA,NA
"A8",0.831325301204819,NA,NA,0.9,NA,NA,0.910714285714286,NA,NA
"A9",0.972802331228752,NA,NA,0.985915492957746,NA,NA,0.366071428571429,NA,NA
"A10",0.901147396293027,NA,NA,0.928571428571429,NA,NA,0.875,NA,NA
"A11",1,NA,NA,1,NA,NA,0.517857142857143,NA,NA
