"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.906176408356851,0.878168664540903,0.934072483147883,0.948470209339775,0.933335955115666,0.96389128172735,0.417994376757263,0.388940955951265,0.447985004686036
"A1",1,NA,NA,1,NA,NA,0.690721649484536,NA,NA
"A2",0.940907706366129,NA,NA,0.970588235294118,NA,NA,0.298969072164948,NA,NA
"A3",0.961323763955343,NA,NA,0.979166666666667,NA,NA,0.505154639175258,NA,NA
"A4",1,NA,NA,1,NA,NA,0.164948453608247,NA,NA
"A5",0.892222222222222,NA,NA,0.986111111111111,NA,NA,0.257731958762887,NA,NA
"A6",1,NA,NA,1,NA,NA,0.123711340206186,NA,NA
"A7",0.967438737831487,NA,NA,0.982758620689655,NA,NA,0.402061855670103,NA,NA
"A8",0.881272949816401,NA,NA,0.941176470588235,NA,NA,0.824742268041237,NA,NA
"A9",0.966505524861878,NA,NA,0.982758620689655,NA,NA,0.402061855670103,NA,NA
"A10",0.367194780987884,NA,NA,0.533333333333333,NA,NA,0.536082474226804,NA,NA
"A11",0.463347164591978,NA,NA,0.932203389830508,NA,NA,0.391752577319588,NA,NA
