"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.141020758781275,0.0498269988343068,0.234500051893093,0.35207100591716,0.305813918974391,0.39719692367163,0.304526748971193,0.238683127572016,0.378548549237026
"Eligibility",0.096938775510204,NA,NA,0.375,NA,NA,0.111111111111111,NA,NA
"Recruitment",-0.102660172349195,NA,NA,0.275,NA,NA,0.259259259259259,NA,NA
"Setting",0.0482758620689654,NA,NA,0.2,NA,NA,0.259259259259259,NA,NA
"Organization",0.0765472312703583,NA,NA,0.323529411764706,NA,NA,0.37037037037037,NA,NA
"Flex. delivery",0.238495794161306,NA,NA,0.228571428571429,NA,NA,0.351851851851852,NA,NA
"Flex. adherence",0.174044032444959,NA,NA,0.470588235294118,NA,NA,0.37037037037037,NA,NA
"Follow-up",0.0196270853778214,NA,NA,0.354838709677419,NA,NA,0.425925925925926,NA,NA
"Outcome",0.0316269970655365,NA,NA,0.595238095238095,NA,NA,0.222222222222222,NA,NA
"Analysis",0.112676056338028,NA,NA,0.323529411764706,NA,NA,0.37037037037037,NA,NA
