"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.0946314660444462,-0.0229205349763908,0.199154851802423,0.582840236686391,0.532113851001895,0.632765432368177,0.304526748971193,0.238683127572016,0.378548549237026
"Eligibility",0.073697585768742,NA,NA,0.625,NA,NA,0.111111111111111,NA,NA
"Recruitment",-0.173913043478261,NA,NA,0.425,NA,NA,0.259259259259259,NA,NA
"Setting",0.0211480362537764,NA,NA,0.55,NA,NA,0.259259259259259,NA,NA
"Organization",-0.020472440944882,NA,NA,0.558823529411765,NA,NA,0.37037037037037,NA,NA
"Flex. delivery",0.346585998271392,NA,NA,0.6,NA,NA,0.351851851851852,NA,NA
"Flex. adherence",0.253886010362694,NA,NA,0.529411764705882,NA,NA,0.37037037037037,NA,NA
"Follow-up",0.0649350649350647,NA,NA,0.709677419354839,NA,NA,0.425925925925926,NA,NA
"Outcome",-0.0614250614250613,NA,NA,0.69047619047619,NA,NA,0.222222222222222,NA,NA
"Analysis",0.211038961038961,NA,NA,0.558823529411765,NA,NA,0.37037037037037,NA,NA
