"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.665929944600672,0.623939621789194,0.707180806931797,0.797796500324044,0.773625593552935,0.822480376958116,0.489748677248677,0.46494708994709,0.515864614725263
"P1",0.764210526315789,NA,NA,0.978947368421053,NA,NA,0.151785714285714,NA,NA
"P2",0.0166261909209788,NA,NA,0.113207547169811,NA,NA,0.526785714285714,NA,NA
"P3",-0.0275229357798163,NA,NA,0.981651376146789,NA,NA,0.0267857142857143,NA,NA
"P4",0.681818181818182,NA,NA,0.96875,NA,NA,0.714285714285714,NA,NA
"P5",0.708838821490468,NA,NA,0.954545454545455,NA,NA,0.410714285714286,NA,NA
"P6",0.419259259259259,NA,NA,0.906666666666667,NA,NA,0.330357142857143,NA,NA
"P7",0.010814708002884,NA,NA,0.355263157894737,NA,NA,0.321428571428571,NA,NA
"P8",0.618677042801556,NA,NA,0.847826086956522,NA,NA,0.589285714285714,NA,NA
"P9",0.572519083969466,NA,NA,0.946428571428571,NA,NA,0.5,NA,NA
"P10",0.879828326180258,NA,NA,0.941176470588235,NA,NA,0.696428571428571,NA,NA
"P11",0.588235294117647,NA,NA,0.884615384615385,NA,NA,0.767857142857143,NA,NA
"P12",0.0836363636363636,NA,NA,0.590909090909091,NA,NA,0.803571428571429,NA,NA
"P13",0.867768595041322,NA,NA,0.931034482758621,NA,NA,0.741071428571429,NA,NA
"P14",0.510114816839803,NA,NA,0.741935483870968,NA,NA,0.446428571428571,NA,NA
"P15",0.274074074074074,NA,NA,0.611111111111111,NA,NA,0.517857142857143,NA,NA
"P16",0.377777777777778,NA,NA,0.911111111111111,NA,NA,0.196428571428571,NA,NA
"P17",0.83826714801444,NA,NA,0.942857142857143,NA,NA,0.6875,NA,NA
"P18",0.593466424682396,NA,NA,0.91304347826087,NA,NA,0.589285714285714,NA,NA
"P19",0.47581903276131,NA,NA,0.769230769230769,NA,NA,0.883928571428571,NA,NA
"P20",0.610773240660295,NA,NA,0.789473684210526,NA,NA,0.830357142857143,NA,NA
"P21",0.567053226286054,NA,NA,0.771929824561403,NA,NA,0.491071428571429,NA,NA
"P22",-0.00127713920817363,NA,NA,0.481481481481481,NA,NA,0.276785714285714,NA,NA
"P23",0.140350877192982,NA,NA,0.854166666666667,NA,NA,0.142857142857143,NA,NA
"P24",0.0489510489510491,NA,NA,0.779220779220779,NA,NA,0.3125,NA,NA
"P25",0.206163328197227,NA,NA,0.622950819672131,NA,NA,0.455357142857143,NA,NA
"P26",-0.230769230769231,NA,NA,0.956043956043956,NA,NA,0.1875,NA,NA
"P27",0.662141779788839,NA,NA,0.904761904761905,NA,NA,0.625,NA,NA
