"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.91325811143275,0.885756251231747,0.939353394318153,0.950911640953717,0.935530140528026,0.965264672339521,0.421266233766234,0.395292207792208,0.446428571428571
"A1",0.835455435847209,NA,NA,0.896551724137931,NA,NA,0.741071428571429,NA,NA
"A2",0.92,NA,NA,0.959459459459459,NA,NA,0.339285714285714,NA,NA
"A3",0.867298578199052,NA,NA,0.928571428571429,NA,NA,0.625,NA,NA
"A4",0.848375451263538,NA,NA,0.96551724137931,NA,NA,0.223214285714286,NA,NA
"A5",1,NA,NA,1,NA,NA,0.375,NA,NA
"A6",0.934579439252336,NA,NA,0.989690721649485,NA,NA,0.133928571428571,NA,NA
"A7",0.951176983435048,NA,NA,0.974358974358974,NA,NA,0.303571428571429,NA,NA
"A8",0.908346972176759,NA,NA,0.95,NA,NA,0.821428571428571,NA,NA
"A9",0.934169278996865,NA,NA,0.965909090909091,NA,NA,0.214285714285714,NA,NA
"A10",0.502958579881657,NA,NA,0.634146341463415,NA,NA,0.633928571428571,NA,NA
"A11",0.67816091954023,NA,NA,0.988505747126437,NA,NA,0.223214285714286,NA,NA
