"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.67967037783817,0.569101736310334,0.784748375837386,0.731707317073171,0.657900450983087,0.809493565391898,0.755952380952381,0.714285714285714,0.795634920634921
"Eligibility",0.792592592592593,NA,NA,0.8,NA,NA,0.821428571428571,NA,NA
"Recruitment",0.633281972265023,NA,NA,0.736842105263158,NA,NA,0.660714285714286,NA,NA
"Setting",0.318734793187348,NA,NA,0.714285714285714,NA,NA,0.75,NA,NA
"Organization",0.294117647058823,NA,NA,0.5,NA,NA,0.892857142857143,NA,NA
"Flex. delivery",0.722182849043232,NA,NA,0.6,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.768867924528302,NA,NA,0.692307692307692,NA,NA,0.767857142857143,NA,NA
"Follow-up",0.174447174447175,NA,NA,0.4,NA,NA,0.910714285714286,NA,NA
"Outcome",0.671232876712329,NA,NA,0.892857142857143,NA,NA,0.5,NA,NA
"Analysis",0.635249042145594,NA,NA,0.722222222222222,NA,NA,0.678571428571429,NA,NA
