"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.563026150188785,0.350895721635536,0.75880824373843,0.801587301587302,0.715598615314877,0.880333194847588,0.75,0.71031746031746,0.789632132796021
"Eligibility",-0.0208333333333333,NA,NA,0.6,NA,NA,0.821428571428571,NA,NA
"Recruitment",0.483394833948339,NA,NA,0.6875,NA,NA,0.714285714285714,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.803571428571429,NA,NA
"Organization",0.0209790209790209,NA,NA,0.833333333333333,NA,NA,0.785714285714286,NA,NA
"Flex. delivery",0.668639053254438,NA,NA,0.818181818181818,NA,NA,0.803571428571429,NA,NA
"Flex. adherence",0.770491803278688,NA,NA,0.857142857142857,NA,NA,0.75,NA,NA
"Follow-up",0.50733137829912,NA,NA,0.75,NA,NA,0.785714285714286,NA,NA
"Outcome",0.672514619883041,NA,NA,0.894736842105263,NA,NA,0.660714285714286,NA,NA
"Analysis",0.667063020214031,NA,NA,0.761904761904762,NA,NA,0.625,NA,NA
