"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.224251278305332,0.0486255641744401,0.402698121746195,0.711656441717791,0.642099473972363,0.776909724998621,0.676587301587302,0.621031746031746,0.728174603174603
"Eligibility",-0.346153846153846,NA,NA,0.615384615384615,NA,NA,0.767857142857143,NA,NA
"Recruitment",-0.0294117647058822,NA,NA,0.631578947368421,NA,NA,0.660714285714286,NA,NA
"Setting",0.125,NA,NA,0.95,NA,NA,0.642857142857143,NA,NA
"Organization",0.0666666666666665,NA,NA,0.75,NA,NA,0.857142857142857,NA,NA
"Flex. delivery",-0.0769230769230769,NA,NA,0.6,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.827160493827161,NA,NA,0.888888888888889,NA,NA,0.839285714285714,NA,NA
"Follow-up",0.578947368421053,NA,NA,0.833333333333333,NA,NA,0.892857142857143,NA,NA
"Outcome",0.222222222222222,NA,NA,0.75,NA,NA,0.214285714285714,NA,NA
"Analysis",0.198728139904611,NA,NA,0.558823529411765,NA,NA,0.392857142857143,NA,NA
