"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.292257853721611,0.129305152554138,0.443610115202761,0.47239263803681,0.398804178000988,0.544927560401277,0.676587301587302,0.621031746031746,0.728174603174603
"Eligibility",0.1434034416826,NA,NA,0.384615384615385,NA,NA,0.767857142857143,NA,NA
"Recruitment",0.238273921200751,NA,NA,0.526315789473684,NA,NA,0.660714285714286,NA,NA
"Setting",0.251028806584362,NA,NA,0.5,NA,NA,0.642857142857143,NA,NA
"Organization",-0.106719367588933,NA,NA,0.5,NA,NA,0.857142857142857,NA,NA
"Flex. delivery",0.0819672131147542,NA,NA,0.3,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.72069825436409,NA,NA,0.666666666666667,NA,NA,0.839285714285714,NA,NA
"Follow-up",-0.72972972972973,NA,NA,0.166666666666667,NA,NA,0.892857142857143,NA,NA
"Outcome",0.263157894736842,NA,NA,0.636363636363636,NA,NA,0.214285714285714,NA,NA
"Analysis",0.153264604810996,NA,NA,0.294117647058824,NA,NA,0.392857142857143,NA,NA
