"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.796503446466477,0.71402530223348,0.8641093830623,0.895502645502645,0.849206349206349,0.933828829271421,0,0,0
"P1",1,NA,NA,1,NA,NA,0,NA,NA
"P2",0.623655913978495,NA,NA,0.821428571428571,NA,NA,0,NA,NA
"P3",0,NA,NA,0.964285714285714,NA,NA,0,NA,NA
"P4",0.810810810810811,NA,NA,0.928571428571429,NA,NA,0,NA,NA
"P5",0.65,NA,NA,0.964285714285714,NA,NA,0,NA,NA
"P6",0.837209302325581,NA,NA,0.964285714285714,NA,NA,0,NA,NA
"P7",0.60377358490566,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P8",0.577889447236181,NA,NA,0.785714285714286,NA,NA,0,NA,NA
"P9",0.887096774193548,NA,NA,0.964285714285714,NA,NA,0,NA,NA
"P10",0.850267379679144,NA,NA,0.928571428571429,NA,NA,0,NA,NA
"P11",0.661290322580645,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P12",0.785714285714286,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P13",0.764044943820225,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P14",0.623655913978495,NA,NA,0.821428571428571,NA,NA,0,NA,NA
"P15",0.843575418994413,NA,NA,0.928571428571429,NA,NA,0,NA,NA
"P16",0.52,NA,NA,0.785714285714286,NA,NA,0,NA,NA
"P17",0.783505154639175,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P18",0.794117647058824,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P19",0.699731903485255,NA,NA,0.857142857142857,NA,NA,0,NA,NA
"P20",0.553191489361702,NA,NA,0.785714285714286,NA,NA,0,NA,NA
"P21",0.768595041322314,NA,NA,0.857142857142857,NA,NA,0,NA,NA
"P22",0.757925072046109,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P23",0.52,NA,NA,0.785714285714286,NA,NA,0,NA,NA
"P24",0,NA,NA,0.964285714285714,NA,NA,0,NA,NA
"P25",0.887096774193548,NA,NA,0.964285714285714,NA,NA,0,NA,NA
"P26",0.34375,NA,NA,0.892857142857143,NA,NA,0,NA,NA
"P27",0.927835051546392,NA,NA,0.964285714285714,NA,NA,0,NA,NA
