"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.312474719836303,0.191723134669914,0.422916090774515,0.420792079207921,0.350289235609424,0.488668345957589,0.599206349206349,0.547669454505567,0.650743243907132
"Eligibility",-0.0970149253731343,NA,NA,0.227272727272727,NA,NA,0.607142857142857,NA,NA
"Recruitment",0.313452617627568,NA,NA,0.380952380952381,NA,NA,0.625,NA,NA
"Setting",0.224317045017314,NA,NA,0.272727272727273,NA,NA,0.607142857142857,NA,NA
"Organization",0.365239294710327,NA,NA,0.526315789473684,NA,NA,0.660714285714286,NA,NA
"Flex. delivery",0.251847640704946,NA,NA,0.368421052631579,NA,NA,0.660714285714286,NA,NA
"Flex. adherence",0.413909520594193,NA,NA,0.523809523809524,NA,NA,0.625,NA,NA
"Follow-up",0.232876712328767,NA,NA,0.428571428571429,NA,NA,0.625,NA,NA
"Outcome",-0.0986547085201797,NA,NA,0.666666666666667,NA,NA,0.571428571428571,NA,NA
"Analysis",0.338538538538538,NA,NA,0.393939393939394,NA,NA,0.410714285714286,NA,NA
