"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.555840410190675,0.411773187873382,0.698988967852575,0.744525547445255,0.671331209297783,0.818181818181818,0.728174603174603,0.688492063492063,0.765822608986497
"Eligibility",0.522727272727273,NA,NA,0.8,NA,NA,0.732142857142857,NA,NA
"Recruitment",0.905084745762712,NA,NA,0.944444444444444,NA,NA,0.678571428571429,NA,NA
"Setting",0.155172413793103,NA,NA,0.777777777777778,NA,NA,0.678571428571429,NA,NA
"Organization",0.354466858789625,NA,NA,0.555555555555556,NA,NA,0.839285714285714,NA,NA
"Flex. delivery",0.594202898550725,NA,NA,0.75,NA,NA,0.928571428571429,NA,NA
"Flex. adherence",0.5,NA,NA,0.735294117647059,NA,NA,0.392857142857143,NA,NA
"Follow-up",0.574683544303798,NA,NA,0.727272727272727,NA,NA,0.803571428571429,NA,NA
"Outcome",0,NA,NA,0.545454545454545,NA,NA,0.803571428571429,NA,NA
"Analysis",0.57957957957958,NA,NA,0.705882352941177,NA,NA,0.696428571428571,NA,NA
