"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.220088626292467,0.0239375304162061,0.397036784446712,0.651785714285714,0.549560993275138,0.745059720858514,0.777777777777778,0.732142857142857,0.821378164542053
"Eligibility",0.48780487804878,NA,NA,0.7,NA,NA,0.821428571428571,NA,NA
"Recruitment",0.184466019417476,NA,NA,0.571428571428571,NA,NA,0.875,NA,NA
"Setting",-0.0120481927710843,NA,NA,0.625,NA,NA,0.857142857142857,NA,NA
"Organization",0.0485436893203886,NA,NA,0.555555555555556,NA,NA,0.839285714285714,NA,NA
"Flex. delivery",0.2,NA,NA,0.5,NA,NA,0.892857142857143,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.785714285714286,NA,NA
"Follow-up",-0.0285714285714285,NA,NA,0.4,NA,NA,0.821428571428571,NA,NA
"Outcome",0.111111111111111,NA,NA,0.714285714285714,NA,NA,0.5,NA,NA
"Analysis",0.392771084337349,NA,NA,0.590909090909091,NA,NA,0.607142857142857,NA,NA
