"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.711219476323325,0.640464824763514,0.773055579187393,0.825938566552901,0.783790627207724,0.861946492030388,0.762175324675325,0.738636363636364,0.782467532467532
"A1",0.139479905437352,NA,NA,0.277777777777778,NA,NA,0.839285714285714,NA,NA
"A2",0.773584905660377,NA,NA,0.884615384615385,NA,NA,0.767857142857143,NA,NA
"A3",0.201710620099786,NA,NA,0.565217391304348,NA,NA,0.383928571428571,NA,NA
"A4",0.82051282051282,NA,NA,0.961538461538462,NA,NA,0.767857142857143,NA,NA
"A5",1,NA,NA,1,NA,NA,0.857142857142857,NA,NA
"A6",0.709090909090909,NA,NA,0.963636363636364,NA,NA,0.508928571428571,NA,NA
"A7",1,NA,NA,1,NA,NA,0.642857142857143,NA,NA
"A8",-0.0181818181818181,NA,NA,0,NA,NA,0.991071428571429,NA,NA
"A9",1,NA,NA,1,NA,NA,0.714285714285714,NA,NA
"A10",0.506607929515419,NA,NA,0.666666666666667,NA,NA,0.973214285714286,NA,NA
"A11",1,NA,NA,1,NA,NA,0.9375,NA,NA
