"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.027077974848985,-0.0530785482380444,0.10818618033369,0.572984749455338,0.509803921568627,0.636165577342048,0,0,0
"Eligibility",-0.023529411764706,NA,NA,0.666666666666667,NA,NA,0,NA,NA
"Recruitment",-0.0180910792264504,NA,NA,0.431372549019608,NA,NA,0,NA,NA
"Setting",-0.0537190082644627,NA,NA,0.725490196078431,NA,NA,0,NA,NA
"Organization",-0.141135972461274,NA,NA,0.607843137254902,NA,NA,0,NA,NA
"Flex. delivery",-0.130462317922736,NA,NA,0.549019607843137,NA,NA,0,NA,NA
"Flex. adherence",0.0888337468982631,NA,NA,0.411764705882353,NA,NA,0,NA,NA
"Follow-up",0.141991924629879,NA,NA,0.627450980392157,NA,NA,0,NA,NA
"Outcome",-0.0396995708154506,NA,NA,0.686274509803922,NA,NA,0,NA,NA
"Analysis",0.0903337169159953,NA,NA,0.450980392156863,NA,NA,0,NA,NA
