"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.043793830499152,-0.0360291436781606,0.126074338788041,0.315904139433551,0.272386503422234,0.357298474945534,0,0,0
"Eligibility",0.0258426966292135,NA,NA,0.392156862745098,NA,NA,0,NA,NA
"Recruitment",-0.102244389027431,NA,NA,0.215686274509804,NA,NA,0,NA,NA
"Setting",0.0735047512576859,NA,NA,0.352941176470588,NA,NA,0,NA,NA
"Organization",-0.151761517615176,NA,NA,0.313725490196078,NA,NA,0,NA,NA
"Flex. delivery",-0.0257646276595744,NA,NA,0.313725490196078,NA,NA,0,NA,NA
"Flex. adherence",0.0933972911963882,NA,NA,0.274509803921569,NA,NA,0,NA,NA
"Follow-up",0.104215456674473,NA,NA,0.235294117647059,NA,NA,0,NA,NA
"Outcome",-0.0120572720422005,NA,NA,0.509803921568627,NA,NA,0,NA,NA
"Analysis",0.0577174623937213,NA,NA,0.235294117647059,NA,NA,0,NA,NA
