"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.989497514641469,0.97279198331121,1,0.993865030674847,0.984177215189873,1,0.694470477975633,0.668228678537957,0.717900656044986
"A1",1,NA,NA,1,NA,NA,0.907216494845361,NA,NA
"A2",0.95012853470437,NA,NA,0.975,NA,NA,0.587628865979381,NA,NA
"A3",0.95726872246696,NA,NA,0.976744186046512,NA,NA,0.556701030927835,NA,NA
"A4",1,NA,NA,1,NA,NA,0.608247422680412,NA,NA
"A5",1,NA,NA,1,NA,NA,0.742268041237113,NA,NA
"A6",1,NA,NA,1,NA,NA,0.268041237113402,NA,NA
"A7",1,NA,NA,1,NA,NA,0.536082474226804,NA,NA
"A8",1,NA,NA,1,NA,NA,0.979381443298969,NA,NA
"A9",1,NA,NA,1,NA,NA,0.597938144329897,NA,NA
"A10",1,NA,NA,1,NA,NA,0.958762886597938,NA,NA
"A11",1,NA,NA,1,NA,NA,0.896907216494845,NA,NA
