"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.112266882365837,0.0149697164250808,0.221048386607879,0.640963855421687,0.580427286060738,0.691928263372064,0.176587301587302,0.140923422759535,0.214285714285714
"Eligibility",0.0140845070422536,NA,NA,0.617021276595745,NA,NA,0.160714285714286,NA,NA
"Recruitment",0.0168539325842696,NA,NA,0.531914893617021,NA,NA,0.160714285714286,NA,NA
"Setting",0.0472589792060492,NA,NA,0.863636363636364,NA,NA,0.214285714285714,NA,NA
"Organization",-0.195729537366548,NA,NA,0.583333333333333,NA,NA,0.357142857142857,NA,NA
"Flex. delivery",0.382113821138211,NA,NA,0.682926829268293,NA,NA,0.267857142857143,NA,NA
"Flex. adherence",0.167400881057269,NA,NA,0.625,NA,NA,0.142857142857143,NA,NA
"Follow-up",0.0763430725730443,NA,NA,0.613636363636364,NA,NA,0.214285714285714,NA,NA
"Outcome",-0.0566037735849056,NA,NA,0.716981132075472,NA,NA,0.0535714285714286,NA,NA
"Analysis",0.160135462022254,NA,NA,0.545454545454545,NA,NA,0.0178571428571429,NA,NA
