"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.621094927754714,0.513264282205289,0.708403881201514,0.775681341719078,0.708648647947181,0.836477987421384,0,0,0
"Eligibility",0.852913968547641,NA,NA,0.886792452830189,NA,NA,0,NA,NA
"Recruitment",0.674180327868853,NA,NA,0.773584905660377,NA,NA,0,NA,NA
"Setting",0.744701348747592,NA,NA,0.773584905660377,NA,NA,0,NA,NA
"Organization",0.624468587623996,NA,NA,0.716981132075472,NA,NA,0,NA,NA
"Flex. delivery",0.533528918692372,NA,NA,0.716981132075472,NA,NA,0,NA,NA
"Flex. adherence",0.322093023255814,NA,NA,0.641509433962264,NA,NA,0,NA,NA
"Follow-up",0.221542227662179,NA,NA,0.716981132075472,NA,NA,0,NA,NA
"Outcome",0.410018552875696,NA,NA,0.886792452830189,NA,NA,0,NA,NA
"Analysis",0.501344086021505,NA,NA,0.867924528301887,NA,NA,0,NA,NA
