"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.63946187204682,0.553743387178556,0.718914919424527,0.689727463312369,0.614255765199161,0.763102725366876,0,0,0
"Eligibility",0.825466520307355,NA,NA,0.886792452830189,NA,NA,0,NA,NA
"Recruitment",0.705963938973648,NA,NA,0.735849056603774,NA,NA,0,NA,NA
"Setting",0.705350938151494,NA,NA,0.735849056603774,NA,NA,0,NA,NA
"Organization",0.528487601741435,NA,NA,0.622641509433962,NA,NA,0,NA,NA
"Flex. delivery",0.563871473354232,NA,NA,0.641509433962264,NA,NA,0,NA,NA
"Flex. adherence",0.420452795318035,NA,NA,0.622641509433962,NA,NA,0,NA,NA
"Follow-up",0.332829808660624,NA,NA,0.566037735849057,NA,NA,0,NA,NA
"Outcome",0.547675103001766,NA,NA,0.773584905660377,NA,NA,0,NA,NA
"Analysis",0.374156545209177,NA,NA,0.622641509433962,NA,NA,0,NA,NA
