"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.886508586727714,0.858796605512648,0.912555886410598,0.936997319034853,0.921368948774446,0.951632884546598,0.394480519480519,0.37012987012987,0.423680677702268
"A1",0.834808259587021,NA,NA,0.918918918918919,NA,NA,0.669642857142857,NA,NA
"A2",0.8464,NA,NA,0.924050632911392,NA,NA,0.294642857142857,NA,NA
"A3",0.87719298245614,NA,NA,0.934782608695652,NA,NA,0.589285714285714,NA,NA
"A4",0.875739644970414,NA,NA,0.968085106382979,NA,NA,0.160714285714286,NA,NA
"A5",0.811764705882353,NA,NA,0.975,NA,NA,0.285714285714286,NA,NA
"A6",0.934579439252336,NA,NA,0.989690721649485,NA,NA,0.133928571428571,NA,NA
"A7",0.944745929945733,NA,NA,0.970588235294118,NA,NA,0.392857142857143,NA,NA
"A8",0.916666666666667,NA,NA,0.954545454545455,NA,NA,0.803571428571429,NA,NA
"A9",0.929352396972246,NA,NA,0.963414634146341,NA,NA,0.267857142857143,NA,NA
"A10",0.339587242026266,NA,NA,0.511111111111111,NA,NA,0.598214285714286,NA,NA
"A11",0.770491803278688,NA,NA,0.989583333333333,NA,NA,0.142857142857143,NA,NA
