"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.605614151255735,0.499195613994738,0.716109798720625,0.620689655172414,0.549295774647887,0.695305461804409,0.684095860566449,0.616557734204793,0.751633986928105
"Eligibility",0.734177215189873,NA,NA,0.681818181818182,NA,NA,0.568627450980392,NA,NA
"Recruitment",0.432883240667196,NA,NA,0.545454545454545,NA,NA,0.784313725490196,NA,NA
"Setting",0.279434850863422,NA,NA,0.5,NA,NA,0.647058823529412,NA,NA
"Organization",0.544303797468354,NA,NA,0.647058823529412,NA,NA,0.666666666666667,NA,NA
"Flex. delivery",0.409123823316437,NA,NA,0.533333333333333,NA,NA,0.705882352941177,NA,NA
"Flex. adherence",0.482078853046595,NA,NA,0.666666666666667,NA,NA,0.705882352941177,NA,NA
"Follow-up",0.577014218009479,NA,NA,0.555555555555556,NA,NA,0.823529411764706,NA,NA
"Outcome",0.560765550239235,NA,NA,0.857142857142857,NA,NA,0.588235294117647,NA,NA
"Analysis",0.543056246888999,NA,NA,0.470588235294118,NA,NA,0.666666666666667,NA,NA
