"","Eligibility","Recruitment","Setting","Organization","Flex. delivery","Flex. adherence","Follow-up","Outcome","Analysis"
"1528","deferred","deferred","deferred","4","deferred","deferred","deferred","deferred","deferred"
"1529","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"1567","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5","5"
"1568","4","deferred","deferred","deferred","deferred","3","deferred","deferred","deferred"
"1569","deferred","5","deferred","deferred","deferred","deferred","deferred","5","5"
"1570","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"1769","deferred","NA","deferred","deferred","NA","NA","deferred","deferred","NA"
"1770","deferred","NA","5","5","deferred","deferred","deferred","deferred","deferred"
"1771","deferred","deferred","4","deferred","deferred","deferred","deferred","deferred","5"
"1772","4","deferred","5","5","deferred","deferred","deferred","deferred","deferred"
"1773","4","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5"
"648","4","deferred","5","deferred","deferred","NA","deferred","deferred","deferred"
"650","deferred","deferred","5","deferred","deferred","deferred","deferred","deferred","deferred"
"651","5","deferred","5","deferred","3","deferred","deferred","5","5"
"655","deferred","deferred","deferred","deferred","deferred","deferred","4","deferred","deferred"
"657","deferred","deferred","5","deferred","5","deferred","deferred","5","5"
"662","deferred","deferred","deferred","3","3","deferred","3","deferred","deferred"
"663","deferred","4","deferred","deferred","deferred","deferred","4","5","deferred"
"664","deferred","3","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"665","4","deferred","deferred","deferred","deferred","2","deferred","deferred","4"
"666","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"668","deferred","4","deferred","deferred","deferred","deferred","deferred","5","deferred"
"669","4","4","5","deferred","4","deferred","deferred","5","5"
"670","5","5","deferred","5","deferred","4","deferred","5","deferred"
"671","deferred","deferred","deferred","deferred","deferred","3","deferred","deferred","deferred"
"673","deferred","deferred","5","deferred","deferred","deferred","deferred","5","deferred"
"674","3","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"675","deferred","4","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"677","deferred","deferred","deferred","deferred","deferred","NA","deferred","5","NA"
"678","deferred","deferred","deferred","5","5","deferred","deferred","deferred","deferred"
"679","4","deferred","deferred","deferred","deferred","deferred","3","5","5"
"680","deferred","deferred","deferred","4","deferred","deferred","deferred","5","deferred"
"681","deferred","deferred","deferred","deferred","deferred","deferred","4","deferred","deferred"
"682","deferred","4","deferred","deferred","deferred","deferred","4","deferred","deferred"
"684","deferred","deferred","5","deferred","4","deferred","deferred","5","deferred"
"685","5","deferred","deferred","deferred","deferred","deferred","deferred","5","deferred"
"686","deferred","3","deferred","deferred","deferred","deferred","deferred","4","deferred"
"687","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"688","deferred","deferred","5","3","deferred","3","deferred","5","5"
"689","deferred","deferred","deferred","deferred","3","deferred","deferred","deferred","deferred"
"690","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5","5"
"691","4","4","4","4","deferred","deferred","4","5","deferred"
"692","5","5","5","deferred","deferred","4","deferred","5","5"
"693","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"694","4","deferred","deferred","deferred","deferred","3","deferred","5","3"
"695","deferred","4","5","deferred","deferred","deferred","deferred","5","5"
"696","deferred","deferred","3","deferred","deferred","deferred","deferred","4","deferred"
"697","4","deferred","5","deferred","deferred","deferred","deferred","5","deferred"
"705","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5","deferred"
"712","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"713","deferred","deferred","deferred","deferred","deferred","NA","deferred","deferred","deferred"
"714","3","4","deferred","deferred","5","deferred","deferred","5","deferred"
"715","deferred","deferred","5","4","deferred","deferred","deferred","5","deferred"
"722","4","deferred","5","deferred","deferred","4","deferred","deferred","deferred"
"725","deferred","deferred","5","5","deferred","deferred","deferred","5","deferred"
"733","deferred","4","deferred","4","deferred","deferred","deferred","deferred","deferred"
