"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.622754491017964,0.518232086890307,0.714626263757735,0.673913043478261,0.604506985051383,0.742424242424242,0.726190476190476,0.676637708473821,0.771825396825397
"Eligibility",0.264646464646465,NA,NA,0.416666666666667,NA,NA,0.785714285714286,NA,NA
"Recruitment",0.840546697038724,NA,NA,0.846153846153846,NA,NA,0.767857142857143,NA,NA
"Setting",0.04,NA,NA,0.538461538461538,NA,NA,0.767857142857143,NA,NA
"Organization",0.459807073954984,NA,NA,0.647058823529412,NA,NA,0.696428571428571,NA,NA
"Flex. delivery",0.538552089464391,NA,NA,0.583333333333333,NA,NA,0.785714285714286,NA,NA
"Flex. adherence",0.403802281368821,NA,NA,0.681818181818182,NA,NA,0.607142857142857,NA,NA
"Follow-up",0.851063829787234,NA,NA,0.8,NA,NA,0.821428571428571,NA,NA
"Outcome",0.555555555555556,NA,NA,0.888888888888889,NA,NA,0.678571428571429,NA,NA
"Analysis",0.649452269170579,NA,NA,0.619047619047619,NA,NA,0.625,NA,NA
