"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.176461243432773,0.0650094109548878,0.285316852797156,0.605263157894737,0.544305094174704,0.667935670480722,0.547619047619048,0.494098025934138,0.595238095238095
"Eligibility",0.141104294478527,NA,NA,0.517241379310345,NA,NA,0.482142857142857,NA,NA
"Recruitment",-0.0652173913043479,NA,NA,0.5,NA,NA,0.607142857142857,NA,NA
"Setting",-0.00255754475703318,NA,NA,0.730769230769231,NA,NA,0.535714285714286,NA,NA
"Organization",0.258278145695364,NA,NA,0.611111111111111,NA,NA,0.678571428571429,NA,NA
"Flex. delivery",0.31006160164271,NA,NA,0.4375,NA,NA,0.714285714285714,NA,NA
"Flex. adherence",0.5625,NA,NA,0.75,NA,NA,0.571428571428571,NA,NA
"Follow-up",0.0737422467263955,NA,NA,0.470588235294118,NA,NA,0.696428571428571,NA,NA
"Outcome",0.144444444444444,NA,NA,0.725,NA,NA,0.285714285714286,NA,NA
"Analysis",0.224489795918367,NA,NA,0.555555555555556,NA,NA,0.357142857142857,NA,NA
