"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.298559845092581,0.0406159523320335,0.631645005447264,0.725490196078431,0.6,0.857142857142857,0.898809523809524,0.873015873015873,0.924603174603175
"Eligibility",0.363636363636364,NA,NA,0.5,NA,NA,0.892857142857143,NA,NA
"Recruitment",NA,NA,NA,NA,NA,NA,1,NA,NA
"Setting",-0.00900900900900914,NA,NA,0.666666666666667,NA,NA,0.946428571428571,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Follow-up",-0.197860962566845,NA,NA,0.333333333333333,NA,NA,0.946428571428571,NA,NA
"Outcome",0.611111111111111,NA,NA,0.875,NA,NA,0.714285714285714,NA,NA
"Analysis",0.472527472527473,NA,NA,0.647058823529412,NA,NA,0.696428571428571,NA,NA
