"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.940042701417745,0.913233261654666,0.965638730839944,0.96588868940754,0.950436968733448,0.980662983425414,0.631613756613757,0.606159194798547,0.656076254936903
"P1",0.879569892473118,NA,NA,0.989247311827957,NA,NA,0.169642857142857,NA,NA
"P2",0.63036303630363,NA,NA,0.666666666666667,NA,NA,0.919642857142857,NA,NA
"P3",0.481481481481482,NA,NA,0.990740740740741,NA,NA,0.0357142857142857,NA,NA
"P4",1,NA,NA,1,NA,NA,0.723214285714286,NA,NA
"P5",1,NA,NA,1,NA,NA,0.446428571428571,NA,NA
"P6",1,NA,NA,1,NA,NA,0.419642857142857,NA,NA
"P7",0.752540874944764,NA,NA,0.838709677419355,NA,NA,0.723214285714286,NA,NA
"P8",0.936182336182336,NA,NA,0.974358974358974,NA,NA,0.651785714285714,NA,NA
"P9",0.80385288966725,NA,NA,0.981132075471698,NA,NA,0.526785714285714,NA,NA
"P10",1,NA,NA,1,NA,NA,0.723214285714286,NA,NA
"P11",1,NA,NA,1,NA,NA,0.794642857142857,NA,NA
"P12",0.839080459770115,NA,NA,0.928571428571429,NA,NA,0.875,NA,NA
"P13",1,NA,NA,1,NA,NA,0.767857142857143,NA,NA
"P14",0.957815442561205,NA,NA,0.977777777777778,NA,NA,0.598214285714286,NA,NA
"P15",0.377777777777778,NA,NA,0.666666666666667,NA,NA,0.973214285714286,NA,NA
"P16",1,NA,NA,1,NA,NA,0.580357142857143,NA,NA
"P17",0.914110429447853,NA,NA,0.970588235294118,NA,NA,0.696428571428571,NA,NA
"P18",1,NA,NA,1,NA,NA,0.625,NA,NA
"P19",1,NA,NA,1,NA,NA,0.910714285714286,NA,NA
"P20",0.879310344827586,NA,NA,0.9375,NA,NA,0.857142857142857,NA,NA
"P21",1,NA,NA,1,NA,NA,0.625,NA,NA
"P22",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"P23",1,NA,NA,1,NA,NA,0.589285714285714,NA,NA
"P24",0.602366863905325,NA,NA,0.907692307692308,NA,NA,0.419642857142857,NA,NA
"P25",0.517996870109546,NA,NA,0.770833333333333,NA,NA,0.571428571428571,NA,NA
"P26",-0.244444444444444,NA,NA,0.955555555555556,NA,NA,0.196428571428571,NA,NA
"P27",1,NA,NA,1,NA,NA,0.669642857142857,NA,NA
