"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.255028588202593,0.157786126224701,0.354390737329069,0.420454545454545,0.374664395685539,0.471692355358195,0.301587301587302,0.259971041807154,0.347222222222222
"Eligibility",0.00137174211248292,NA,NA,0.386363636363636,NA,NA,0.214285714285714,NA,NA
"Recruitment",0.254237288135593,NA,NA,0.411764705882353,NA,NA,0.392857142857143,NA,NA
"Setting",0.190989226248776,NA,NA,0.294117647058824,NA,NA,0.392857142857143,NA,NA
"Organization",0.0828025477707006,NA,NA,0.342857142857143,NA,NA,0.375,NA,NA
"Flex. delivery",0.372250423011844,NA,NA,0.28125,NA,NA,0.428571428571429,NA,NA
"Flex. adherence",0.417803768680962,NA,NA,0.638888888888889,NA,NA,0.357142857142857,NA,NA
"Follow-up",0.0879478827361564,NA,NA,0.368421052631579,NA,NA,0.321428571428571,NA,NA
"Outcome",-0.0596797671033478,NA,NA,0.611111111111111,NA,NA,0.0357142857142857,NA,NA
"Analysis",0.0933333333333333,NA,NA,0.355555555555556,NA,NA,0.196428571428571,NA,NA
