"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.487002818665832,0.203822046774617,0.728149747714457,0.790322580645161,0.671875,0.888796338539871,0.876984126984127,0.837301587301587,0.914632132796021
"Eligibility",0.125,NA,NA,0.75,NA,NA,0.928571428571429,NA,NA
"Recruitment",0.138461538461538,NA,NA,0.6,NA,NA,0.910714285714286,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.803571428571429,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.928571428571429,NA,NA
"Flex. adherence",NA,NA,NA,NA,NA,NA,1,NA,NA
"Follow-up",NA,NA,NA,NA,NA,NA,1,NA,NA
"Outcome",0.128888888888889,NA,NA,0.72,NA,NA,0.553571428571429,NA,NA
"Analysis",0.587223587223587,NA,NA,0.727272727272727,NA,NA,0.803571428571429,NA,NA
