"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.146543217396601,0.0236368310729535,0.281594404011167,0.567460317460317,0.506108182768054,0.624029380160753,0.5,0.444494851330963,0.557489275653164
"Eligibility",0,NA,NA,0.558139534883721,NA,NA,0.232142857142857,NA,NA
"Recruitment",0.354838709677419,NA,NA,0.655172413793103,NA,NA,0.482142857142857,NA,NA
"Setting",0.333333333333333,NA,NA,0.84,NA,NA,0.553571428571429,NA,NA
"Organization",0.14792899408284,NA,NA,0.478260869565217,NA,NA,0.589285714285714,NA,NA
"Flex. delivery",0.101070154577883,NA,NA,0.379310344827586,NA,NA,0.482142857142857,NA,NA
"Flex. adherence",0.197916666666667,NA,NA,0.388888888888889,NA,NA,0.678571428571429,NA,NA
"Follow-up",-0.0821256038647342,NA,NA,0.428571428571429,NA,NA,0.75,NA,NA
"Outcome",0.104,NA,NA,0.7,NA,NA,0.285714285714286,NA,NA
"Analysis",0.0607028753993608,NA,NA,0.516129032258065,NA,NA,0.446428571428571,NA,NA
