"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.397090203685742,0.286218556682765,0.495596368114236,0.60515873015873,0.543650793650794,0.666666666666667,0,0,0
"Eligibility",0.736842105263158,NA,NA,0.821428571428571,NA,NA,0,NA,NA
"Recruitment",0.33261105092091,NA,NA,0.660714285714286,NA,NA,0,NA,NA
"Setting",0.463013698630137,NA,NA,0.553571428571429,NA,NA,0,NA,NA
"Organization",0.447485677912158,NA,NA,0.553571428571429,NA,NA,0,NA,NA
"Flex. delivery",0.428571428571429,NA,NA,0.571428571428571,NA,NA,0,NA,NA
"Flex. adherence",0.088011088011088,NA,NA,0.428571428571429,NA,NA,0,NA,NA
"Follow-up",0.0742358078602621,NA,NA,0.375,NA,NA,0,NA,NA
"Outcome",0.0778443113772456,NA,NA,0.803571428571429,NA,NA,0,NA,NA
"Analysis",0.221707478491066,NA,NA,0.678571428571429,NA,NA,0,NA,NA
