"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.640663390663391,0.472364459140406,0.785208789877646,0.843537414965986,0.779228572984192,0.903703703703704,0.673333333333333,0.631111111111111,0.72
"Eligibility",0.354838709677419,NA,NA,0.777777777777778,NA,NA,0.64,NA,NA
"Recruitment",0.320652173913043,NA,NA,0.642857142857143,NA,NA,0.72,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.64,NA,NA
"Organization",0.295774647887324,NA,NA,0.733333333333333,NA,NA,0.7,NA,NA
"Flex. delivery",0.649532710280374,NA,NA,0.769230769230769,NA,NA,0.74,NA,NA
"Flex. adherence",0.761904761904762,NA,NA,0.846153846153846,NA,NA,0.74,NA,NA
"Follow-up",0.27797833935018,NA,NA,0.923076923076923,NA,NA,0.74,NA,NA
"Outcome",0.644549763033175,NA,NA,0.9,NA,NA,0.4,NA,NA
"Analysis",0.880382775119617,NA,NA,0.923076923076923,NA,NA,0.74,NA,NA
