"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.928492569597982,0.907338800452964,0.947974670983198,0.958533653846154,0.945174924511912,0.970155563057896,0.33731581043409,0.319404780991958,0.356033452807646
"P1",1,NA,NA,1,NA,NA,0.118279569892473,NA,NA
"P2",1,NA,NA,1,NA,NA,0.774193548387097,NA,NA
"P3",1,NA,NA,1,NA,NA,0.021505376344086,NA,NA
"P4",0.891608391608392,NA,NA,0.983870967741935,NA,NA,0.333333333333333,NA,NA
"P5",1,NA,NA,1,NA,NA,0.032258064516129,NA,NA
"P6",0.812877263581489,NA,NA,0.957142857142857,NA,NA,0.247311827956989,NA,NA
"P7",0.922885572139303,NA,NA,0.96078431372549,NA,NA,0.451612903225806,NA,NA
"P8",0.893185298621746,NA,NA,0.955882352941177,NA,NA,0.268817204301075,NA,NA
"P9",0.885608856088561,NA,NA,0.985915492957746,NA,NA,0.236559139784946,NA,NA
"P10",0.942822010451891,NA,NA,0.972222222222222,NA,NA,0.225806451612903,NA,NA
"P11",0.927851047323507,NA,NA,0.975609756097561,NA,NA,0.559139784946237,NA,NA
"P12",1,NA,NA,1,NA,NA,0.247311827956989,NA,NA
"P13",0.751431844215349,NA,NA,0.857142857142857,NA,NA,0.473118279569892,NA,NA
"P14",0.973713962690786,NA,NA,0.986111111111111,NA,NA,0.225806451612903,NA,NA
"P15",0.597837837837838,NA,NA,0.714285714285714,NA,NA,0.698924731182796,NA,NA
"P16",0.381873111782477,NA,NA,0.796296296296296,NA,NA,0.419354838709677,NA,NA
"P17",1,NA,NA,1,NA,NA,0.247311827956989,NA,NA
"P18",1,NA,NA,1,NA,NA,0.258064516129032,NA,NA
"P19",1,NA,NA,1,NA,NA,0.301075268817204,NA,NA
"P20",0.563938618925831,NA,NA,0.717948717948718,NA,NA,0.580645161290323,NA,NA
"P21",1,NA,NA,1,NA,NA,0.268817204301075,NA,NA
"P22",0.64638783269962,NA,NA,0.75,NA,NA,0.78494623655914,NA,NA
"P23",0.563380281690141,NA,NA,0.888888888888889,NA,NA,0.419354838709677,NA,NA
"P24",0.750503018108652,NA,NA,0.945205479452055,NA,NA,0.21505376344086,NA,NA
"P25",0.962025316455696,NA,NA,0.981818181818182,NA,NA,0.408602150537634,NA,NA
"P26",0.725663716814159,NA,NA,0.988095238095238,NA,NA,0.0967741935483871,NA,NA
"P27",0.958445040214477,NA,NA,0.986666666666667,NA,NA,0.193548387096774,NA,NA
