"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.609092960288809,0.502229341925955,0.714093414112458,0.664285714285714,0.590074536641466,0.741470213355346,0.722222222222222,0.678571428571429,0.761904761904762
"Eligibility",0.547576301615799,NA,NA,0.666666666666667,NA,NA,0.678571428571429,NA,NA
"Recruitment",0.861386138613861,NA,NA,0.923076923076923,NA,NA,0.767857142857143,NA,NA
"Setting",0.389645776566757,NA,NA,0.5,NA,NA,0.714285714285714,NA,NA
"Organization",0.159618008185539,NA,NA,0.5,NA,NA,0.75,NA,NA
"Flex. delivery",0.290140845070423,NA,NA,0.4,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.805386620330148,NA,NA,0.9,NA,NA,0.821428571428571,NA,NA
"Follow-up",0.688195991091314,NA,NA,0.8,NA,NA,0.821428571428571,NA,NA
"Outcome",0.646601941747573,NA,NA,0.857142857142857,NA,NA,0.5,NA,NA
"Analysis",0.466666666666667,NA,NA,0.428571428571429,NA,NA,0.625,NA,NA
