"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.584091998083373,0.447011353107975,0.736895926654036,0.8,0.721893681242618,0.875868198262242,0.722222222222222,0.678571428571429,0.761904761904762
"Eligibility",0.44,NA,NA,0.777777777777778,NA,NA,0.678571428571429,NA,NA
"Recruitment",0.854922279792746,NA,NA,0.923076923076923,NA,NA,0.767857142857143,NA,NA
"Setting",0.176470588235294,NA,NA,0.875,NA,NA,0.714285714285714,NA,NA
"Organization",0.131782945736434,NA,NA,0.571428571428571,NA,NA,0.75,NA,NA
"Flex. delivery",0.119101123595506,NA,NA,0.6,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.810810810810811,NA,NA,0.9,NA,NA,0.821428571428571,NA,NA
"Follow-up",0.790262172284644,NA,NA,0.9,NA,NA,0.821428571428571,NA,NA
"Outcome",0.666666666666667,NA,NA,0.892857142857143,NA,NA,0.5,NA,NA
"Analysis",0.578947368421053,NA,NA,0.714285714285714,NA,NA,0.625,NA,NA
