"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.977629285299245,0.950760649238359,1,0.986725663716814,0.970877361062446,1,0.816558441558442,0.795454545454545,0.837662337662338
"A1",1,NA,NA,1,NA,NA,0.955357142857143,NA,NA
"A2",0.914438502673797,NA,NA,0.956521739130435,NA,NA,0.794642857142857,NA,NA
"A3",0.863995142683667,NA,NA,0.925925925925926,NA,NA,0.758928571428571,NA,NA
"A4",1,NA,NA,1,NA,NA,0.776785714285714,NA,NA
"A5",1,NA,NA,1,NA,NA,0.857142857142857,NA,NA
"A6",1,NA,NA,1,NA,NA,0.535714285714286,NA,NA
"A7",1,NA,NA,1,NA,NA,0.651785714285714,NA,NA
"A8",NA,NA,NA,NA,NA,NA,1,NA,NA
"A9",1,NA,NA,1,NA,NA,0.723214285714286,NA,NA
"A10",1,NA,NA,1,NA,NA,0.991071428571429,NA,NA
"A11",1,NA,NA,1,NA,NA,0.9375,NA,NA
