"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.93244137630589,0.903007803812802,0.959783591479292,0.962920046349942,0.946714469539326,0.97790229701666,0.714616402116402,0.691145967285319,0.739409588270236
"P1",0.875555555555556,NA,NA,0.988888888888889,NA,NA,0.196428571428571,NA,NA
"P2",0.683168316831683,NA,NA,0.714285714285714,NA,NA,0.9375,NA,NA
"P3",0.471698113207547,NA,NA,0.990566037735849,NA,NA,0.0535714285714286,NA,NA
"P4",1,NA,NA,1,NA,NA,0.794642857142857,NA,NA
"P5",1,NA,NA,1,NA,NA,0.482142857142857,NA,NA
"P6",1,NA,NA,1,NA,NA,0.473214285714286,NA,NA
"P7",0.73547472838923,NA,NA,0.827586206896552,NA,NA,0.741071428571429,NA,NA
"P8",0.904273504273504,NA,NA,0.961538461538462,NA,NA,0.767857142857143,NA,NA
"P9",0.767151767151767,NA,NA,0.976744186046512,NA,NA,0.616071428571429,NA,NA
"P10",1,NA,NA,1,NA,NA,0.776785714285714,NA,NA
"P11",1,NA,NA,1,NA,NA,0.857142857142857,NA,NA
"P12",1,NA,NA,1,NA,NA,0.901785714285714,NA,NA
"P13",1,NA,NA,1,NA,NA,0.883928571428571,NA,NA
"P14",0.926988265971317,NA,NA,0.961538461538462,NA,NA,0.767857142857143,NA,NA
"P15",-0.866666666666666,NA,NA,0,NA,NA,0.991071428571429,NA,NA
"P16",1,NA,NA,1,NA,NA,0.892857142857143,NA,NA
"P17",0.845942228335626,NA,NA,0.941176470588235,NA,NA,0.848214285714286,NA,NA
"P18",1,NA,NA,1,NA,NA,0.794642857142857,NA,NA
"P19",1,NA,NA,1,NA,NA,0.973214285714286,NA,NA
"P20",1,NA,NA,1,NA,NA,0.9375,NA,NA
"P21",1,NA,NA,1,NA,NA,0.660714285714286,NA,NA
"P22",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"P23",1,NA,NA,1,NA,NA,0.883928571428571,NA,NA
"P24",0.561929595827901,NA,NA,0.898305084745763,NA,NA,0.473214285714286,NA,NA
"P25",0.532749269920734,NA,NA,0.777777777777778,NA,NA,0.598214285714286,NA,NA
"P26",0.291139240506329,NA,NA,0.974683544303797,NA,NA,0.294642857142857,NA,NA
"P27",1,NA,NA,1,NA,NA,0.714285714285714,NA,NA
