"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.722084367245658,0.445775932126633,0.941611248662091,0.870967741935484,0.757575757575758,0.971428571428571,0.938492063492063,0.916666666666667,0.96031746031746
"Eligibility",-2.5,NA,NA,0,NA,NA,0.964285714285714,NA,NA
"Recruitment",NA,NA,NA,NA,NA,NA,1,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Follow-up",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Outcome",0.740740740740741,NA,NA,0.916666666666667,NA,NA,0.785714285714286,NA,NA
"Analysis",0.835777126099707,NA,NA,0.888888888888889,NA,NA,0.839285714285714,NA,NA
