"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.985125862111026,0.968996383079262,0.996420801532574,0.991614255765199,0.982721382289417,0.997983870967742,0.552952202436738,0.525773195876289,0.579194001874414
"A1",1,NA,NA,1,NA,NA,0.845360824742268,NA,NA
"A2",0.963033536585366,NA,NA,0.981481481481482,NA,NA,0.443298969072165,NA,NA
"A3",0.959175084175084,NA,NA,0.977777777777778,NA,NA,0.536082474226804,NA,NA
"A4",1,NA,NA,1,NA,NA,0.298969072164948,NA,NA
"A5",1,NA,NA,1,NA,NA,0.525773195876289,NA,NA
"A6",1,NA,NA,1,NA,NA,0.185567010309278,NA,NA
"A7",1,NA,NA,1,NA,NA,0.402061855670103,NA,NA
"A8",1,NA,NA,1,NA,NA,0.938144329896907,NA,NA
"A9",1,NA,NA,1,NA,NA,0.474226804123711,NA,NA
"A10",0.804632426988922,NA,NA,0.857142857142857,NA,NA,0.855670103092783,NA,NA
"A11",1,NA,NA,1,NA,NA,0.577319587628866,NA,NA
